Ensembl_source	Ensembl	fromPublication	fromDisGeNET	fromWikiPathways	gLayCluster	snpID	CNVassociated	PathwayID_target	PathwayID	PathwayTitle
ENSG00000173786	ENSG00000173786			1	143			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000116478	ENSG00000116478			1	137		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000147133	ENSG00000147133			1	138			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000081189	ENSG00000081189			1	144			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000138675	ENSG00000138675			1	137			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000113916	ENSG00000113916			1	137			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000125675	ENSG00000125675			1	147		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000155511	ENSG00000155511			1	147		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000255346	ENSG00000255346			1	221			WP408	WP408	Oxidative stress response
ENSG00000112062	ENSG00000112062			1	137			WP408	WP408	Oxidative stress response
ENSG00000001084	ENSG00000001084			1	135			WP408	WP408	Oxidative stress response
ENSG00000140465	ENSG00000140465			1	135			WP408	WP408	Oxidative stress response
ENSG00000142168	ENSG00000142168			1	158			WP408	WP408	Oxidative stress response
ENSG00000189221	ENSG00000189221			1	135			WP408	WP408	Oxidative stress response
ENSG00000211445	ENSG00000211445			1	135			WP408	WP408	Oxidative stress response
ENSG00000116044	ENSG00000116044			1	135			WP408	WP408	Oxidative stress response
ENSG00000167165	ENSG00000167165			1	135			WP408	WP408	Oxidative stress response
ENSG00000171223	ENSG00000171223			1	137			WP408	WP408	Oxidative stress response
ENSG00000008394	ENSG00000008394			1	135			WP408	WP408	Oxidative stress response
ENSG00000104687	ENSG00000104687			1	135			WP408	WP408	Oxidative stress response
ENSG00000170345	ENSG00000170345			1	137			WP408	WP408	Oxidative stress response
ENSG00000121691	ENSG00000121691			1	158			WP408	WP408	Oxidative stress response
ENSG00000100292	ENSG00000100292			1	135			WP408	WP408	Oxidative stress response
ENSG00000086991	ENSG00000086991			1	221			WP408	WP408	Oxidative stress response
ENSG00000074771	ENSG00000074771			1	221			WP408	WP408	Oxidative stress response
ENSG00000165168	ENSG00000165168			1	221			WP408	WP408	Oxidative stress response
ENSG00000181019	ENSG00000181019			1	135			WP408	WP408	Oxidative stress response
ENSG00000109320	ENSG00000109320			1	137		1	WP408	WP408	Oxidative stress response
ENSG00000007952	ENSG00000007952			1	221			WP408	WP408	Oxidative stress response
ENSG00000158125	ENSG00000158125			1	147			WP408	WP408	Oxidative stress response
ENSG00000164742	ENSG00000164742			1	208			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000162104	ENSG00000162104			1	208			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000132915	ENSG00000132915			1	245			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000061918	ENSG00000061918			1	147			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000070808	ENSG00000070808			1	147			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000161509	ENSG00000161509			1	147		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000113448	ENSG00000113448			1	137			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000164116	ENSG00000164116			1	147			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000118260	ENSG00000118260			1	137			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000155511	ENSG00000155511			1	147		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000138031	ENSG00000138031			1	208			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000176884	ENSG00000176884			1	147		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000273079	ENSG00000273079			1	147		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000138735	ENSG00000138735			1	245			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000155897	ENSG00000155897			1	208			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000173175	ENSG00000173175			1	208			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000072062	ENSG00000072062			1	137			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000089250	ENSG00000089250			1	147			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000065989	ENSG00000065989			1	137			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000128271	ENSG00000128271			1	135			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000143199	ENSG00000143199			1	137			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000183454	ENSG00000183454	1		1	147	rs9926049	1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000133256	ENSG00000133256			1	245			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000185532	ENSG00000185532			1	147		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000172572	ENSG00000172572			1	137			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000129467	ENSG00000129467			1	208			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000105464	ENSG00000105464			1	147		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000131771	ENSG00000131771			1	147			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000174233	ENSG00000174233			1	208			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000152270	ENSG00000152270			1	137			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000186642	ENSG00000186642			1	245			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000149295	ENSG00000149295			1	135		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000185527	ENSG00000185527			1	245			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000152402	ENSG00000152402			1	147			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000099899	ENSG00000099899			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000185345	ENSG00000185345			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000093010	ENSG00000093010			1	135		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000178732	ENSG00000178732			1	147		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000128918	ENSG00000128918			1	135		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000164690	ENSG00000164690			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000108061	ENSG00000108061			1	147		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099942	ENSG00000099942			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000169704	ENSG00000169704			1	147		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000141027	ENSG00000141027			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000171791	ENSG00000171791			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000164402	ENSG00000164402			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000036257	ENSG00000036257			1	138		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000100401	ENSG00000100401			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000159423	ENSG00000159423			1	140		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000072310	ENSG00000072310			1	152		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000100084	ENSG00000100084			1	138		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000108424	ENSG00000108424			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000107831	ENSG00000107831			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000070831	ENSG00000070831			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000138758	ENSG00000138758			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000143365	ENSG00000143365			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000111875	ENSG00000111875			1	138		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000070193	ENSG00000070193			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000203618	ENSG00000203618			1	147		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000129910	ENSG00000129910			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000115310	ENSG00000115310			1	143		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000083312	ENSG00000083312			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000141510	ENSG00000141510			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000180198	ENSG00000180198			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000070371	ENSG00000070371			1	153		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000172175	ENSG00000172175			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000184702	ENSG00000184702			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000132341	ENSG00000132341			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000278637	ENSG00000278637			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099949	ENSG00000099949			1	138		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000166851	ENSG00000166851			1	142		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000241973	ENSG00000241973			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000163347	ENSG00000163347			1	144		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000184113	ENSG00000184113			1	144		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000187553	ENSG00000187553			1	135		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099910	ENSG00000099910			1	138		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000077782	ENSG00000077782			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000066468	ENSG00000066468			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000185245	ENSG00000185245			1	147		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000105695	ENSG00000105695			1	143		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000164107	ENSG00000164107			1	144		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000040608	ENSG00000040608			1	143		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000100387	ENSG00000100387			1	138		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000181856	ENSG00000181856			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000149295	ENSG00000149295			1	135		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000128191	ENSG00000128191			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000113360	ENSG00000113360			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000093009	ENSG00000093009			1	142		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000183072	ENSG00000183072			1	144		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099901	ENSG00000099901			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000133794	ENSG00000133794			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000065154	ENSG00000065154			1	140		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000130669	ENSG00000130669			1	172		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000090539	ENSG00000090539			1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000171720	ENSG00000171720			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000165215	ENSG00000165215			1	144		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000100033	ENSG00000100033			1	140		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000213639	ENSG00000213639			1	147		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000070010	ENSG00000070010			1	138		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000125798	ENSG00000125798			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000112658	ENSG00000112658			1	144		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000215012	ENSG00000215012			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000132155	ENSG00000132155			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000148672	ENSG00000148672			1	140		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000110799	ENSG00000110799			1	147		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000003137	ENSG00000003137			1	135		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000181222	ENSG00000181222			1	138		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099940	ENSG00000099940			1	153		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000198911	ENSG00000198911			1	152		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000082898	ENSG00000082898			1	158		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000146648	ENSG00000146648			1	137		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099917	ENSG00000099917			1	152		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099957	ENSG00000099957			1	147		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000114315	ENSG00000114315			1	136		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000095596	ENSG00000095596			1	135		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000110076	ENSG00000110076			1	147			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000075711	ENSG00000075711			1	147		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000196338	ENSG00000196338			1	147		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000152413	ENSG00000152413			1	147			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000273749	ENSG00000273749			1	172		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000198576	ENSG00000198576			1	153			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000161509	ENSG00000161509			1	147		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000104067	ENSG00000104067			1	144		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000198626	ENSG00000198626			1	147		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000170027	ENSG00000170027			1	137			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000150672	ENSG00000150672			1	147			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000102081	ENSG00000102081			1	172		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000169760	ENSG00000169760			1	147		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000161681	ENSG00000161681			1	147		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000105464	ENSG00000105464			1	147		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000070808	ENSG00000070808			1	147			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000170579	ENSG00000170579			1	147			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000021645	ENSG00000021645			1	147			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000176884	ENSG00000176884			1	147		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000169992	ENSG00000169992			1	147		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000183454	ENSG00000183454	1		1	147	rs9926049	1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000145349	ENSG00000145349			1	147			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000273079	ENSG00000273079			1	147		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000106089	ENSG00000106089			1	153		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000148660	ENSG00000148660			1	147			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000089169	ENSG00000089169			1	153			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000146938	ENSG00000146938	1		1	147	rs5943629	1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000197283	ENSG00000197283			1	147			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000058404	ENSG00000058404			1	147			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000152822	ENSG00000152822	1		1	147	rs2206956	1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000152661	ENSG00000152661			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000183853	ENSG00000183853			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000265107	ENSG00000265107			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000121634	ENSG00000121634			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000131791	ENSG00000131791			1	152		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000132356	ENSG00000132356			1	152		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000171016	ENSG00000171016			1	137		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000119139	ENSG00000119139			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000158769	ENSG00000158769			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000106617	ENSG00000106617			1	152		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000197822	ENSG00000197822			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000181929	ENSG00000181929			1	152		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000115592	ENSG00000115592			1	152		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000105289	ENSG00000105289			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000111725	ENSG00000111725			1	152		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000163348	ENSG00000163348			1	137		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000121743	ENSG00000121743			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000168036	ENSG00000168036			1	137		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000104067	ENSG00000104067			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000131778	ENSG00000131778			1	158		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000116128	ENSG00000116128			1	137		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000162409	ENSG00000162409			1	152		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000130396	ENSG00000130396			1	144		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000177889	ENSG00000177889			1	158		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000091513	ENSG00000091513			1	150		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000072274	ENSG00000072274			1	150		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000180370	ENSG00000180370			1	172		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000184678	ENSG00000184678			1	158		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000136937	ENSG00000136937			1	158		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000264364	ENSG00000264364			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000119333	ENSG00000119333			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000100644	ENSG00000100644			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000075711	ENSG00000075711			1	147		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000163961	ENSG00000163961			1	158		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000136997	ENSG00000136997			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000096717	ENSG00000096717			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000137845	ENSG00000137845			1	153		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000125971	ENSG00000125971			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000138036	ENSG00000138036			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000187778	ENSG00000187778			1	138		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000165169	ENSG00000165169			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000187240	ENSG00000187240			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000163960	ENSG00000163960			1	138		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000168589	ENSG00000168589			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000088986	ENSG00000088986			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000177606	ENSG00000177606			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000146425	ENSG00000146425			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000138449	ENSG00000138449			1	150		1	WP4906	WP4906	3q29 copy number variation syndrome
