KEid_target	KEid	AOPid_source	AOPid	AOPtitle
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/128	https://identifiers.org/aop/128	Kidney dysfunction by decreased thyroid hormone
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/128	https://identifiers.org/aop/128	Kidney dysfunction by decreased thyroid hormone
https://identifiers.org/aop.events/814	https://identifiers.org/aop.events/814	https://identifiers.org/aop/128	https://identifiers.org/aop/128	Kidney dysfunction by decreased thyroid hormone
https://identifiers.org/aop.events/383	https://identifiers.org/aop.events/383	https://identifiers.org/aop/13	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
https://identifiers.org/aop.events/382	https://identifiers.org/aop.events/382	https://identifiers.org/aop/13	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
https://identifiers.org/aop.events/52	https://identifiers.org/aop.events/52	https://identifiers.org/aop/13	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
https://identifiers.org/aop.events/381	https://identifiers.org/aop.events/381	https://identifiers.org/aop/13	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
https://identifiers.org/aop.events/195	https://identifiers.org/aop.events/195	https://identifiers.org/aop/13	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
https://identifiers.org/aop.events/201	https://identifiers.org/aop.events/201	https://identifiers.org/aop/13	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/13	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/130	https://identifiers.org/aop/130	Phospholipase A2 (LPLA2) inhibitors leading to hepatotoxicity
https://identifiers.org/aop.events/845	https://identifiers.org/aop.events/845	https://identifiers.org/aop/131	https://identifiers.org/aop/131	Aryl hydrocarbon receptor activation leading to uroporphyria
https://identifiers.org/aop.events/850	https://identifiers.org/aop.events/850	https://identifiers.org/aop/131	https://identifiers.org/aop/131	Aryl hydrocarbon receptor activation leading to uroporphyria
https://identifiers.org/aop.events/18	https://identifiers.org/aop.events/18	https://identifiers.org/aop/131	https://identifiers.org/aop/131	Aryl hydrocarbon receptor activation leading to uroporphyria
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/134	https://identifiers.org/aop/134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/134	https://identifiers.org/aop/134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
https://identifiers.org/aop.events/877	https://identifiers.org/aop.events/877	https://identifiers.org/aop/138	https://identifiers.org/aop/138	Organic anion transporter (OAT1) inhibition leading to renal failure and mortality
https://identifiers.org/aop.events/155	https://identifiers.org/aop.events/155	https://identifiers.org/aop/139	https://identifiers.org/aop/139	Alkylation of DNA leading to cancer 1
https://identifiers.org/aop.events/202	https://identifiers.org/aop.events/202	https://identifiers.org/aop/14	https://identifiers.org/aop/14	Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility
https://identifiers.org/aop.events/122	https://identifiers.org/aop.events/122	https://identifiers.org/aop/14	https://identifiers.org/aop/14	Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility
https://identifiers.org/aop.events/155	https://identifiers.org/aop.events/155	https://identifiers.org/aop/141	https://identifiers.org/aop/141	Alkylation of DNA leading to cancer 2
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/144	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/144	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/144	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis
https://identifiers.org/aop.events/898	https://identifiers.org/aop.events/898	https://identifiers.org/aop/144	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis
https://identifiers.org/aop.events/265	https://identifiers.org/aop.events/265	https://identifiers.org/aop/144	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis
https://identifiers.org/aop.events/962	https://identifiers.org/aop.events/962	https://identifiers.org/aop/148	https://identifiers.org/aop/148	EGFR Activation Leading to Decreased Lung Function
https://identifiers.org/aop.events/941	https://identifiers.org/aop.events/941	https://identifiers.org/aop/148	https://identifiers.org/aop/148	EGFR Activation Leading to Decreased Lung Function
https://identifiers.org/aop.events/2117	https://identifiers.org/aop.events/2117	https://identifiers.org/aop/148	https://identifiers.org/aop/148	EGFR Activation Leading to Decreased Lung Function
https://identifiers.org/aop.events/973	https://identifiers.org/aop.events/973	https://identifiers.org/aop/149	https://identifiers.org/aop/149	Peptide Oxidation Leading to Hypertension
https://identifiers.org/aop.events/934	https://identifiers.org/aop.events/934	https://identifiers.org/aop/149	https://identifiers.org/aop/149	Peptide Oxidation Leading to Hypertension
https://identifiers.org/aop.events/209	https://identifiers.org/aop.events/209	https://identifiers.org/aop/149	https://identifiers.org/aop/149	Peptide Oxidation Leading to Hypertension
https://identifiers.org/aop.events/155	https://identifiers.org/aop.events/155	https://identifiers.org/aop/15	https://identifiers.org/aop/15	Alkylation of DNA in male pre-meiotic germ cells leading to heritable mutations
https://identifiers.org/aop.events/18	https://identifiers.org/aop.events/18	https://identifiers.org/aop/150	https://identifiers.org/aop/150	Aryl hydrocarbon receptor activation leading to early life stage mortality, via reduced VEGF
https://identifiers.org/aop.events/944	https://identifiers.org/aop.events/944	https://identifiers.org/aop/150	https://identifiers.org/aop/150	Aryl hydrocarbon receptor activation leading to early life stage mortality, via reduced VEGF
https://identifiers.org/aop.events/944	https://identifiers.org/aop.events/944	https://identifiers.org/aop/151	https://identifiers.org/aop/151	AhR activation leading to preeclampsia
https://identifiers.org/aop.events/18	https://identifiers.org/aop.events/18	https://identifiers.org/aop/151	https://identifiers.org/aop/151	AhR activation leading to preeclampsia
https://identifiers.org/aop.events/961	https://identifiers.org/aop.events/961	https://identifiers.org/aop/152	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity 
https://identifiers.org/aop.events/960	https://identifiers.org/aop.events/960	https://identifiers.org/aop/152	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity 
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/152	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity 
https://identifiers.org/aop.events/958	https://identifiers.org/aop.events/958	https://identifiers.org/aop/152	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity 
https://identifiers.org/aop.events/984	https://identifiers.org/aop.events/984	https://identifiers.org/aop/154	https://identifiers.org/aop/154	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/981	https://identifiers.org/aop.events/981	https://identifiers.org/aop/154	https://identifiers.org/aop/154	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/980	https://identifiers.org/aop.events/980	https://identifiers.org/aop/154	https://identifiers.org/aop/154	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/1202	https://identifiers.org/aop.events/1202	https://identifiers.org/aop/154	https://identifiers.org/aop/154	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/1003	https://identifiers.org/aop.events/1003	https://identifiers.org/aop/155	https://identifiers.org/aop/155	Deiodinase 2 inhibition leading to increased mortality via reduced posterior swim bladder inflation
https://identifiers.org/aop.events/1003	https://identifiers.org/aop.events/1003	https://identifiers.org/aop/156	https://identifiers.org/aop/156	Deiodinase 2 inhibition leading to increased mortality via reduced anterior swim bladder inflation
https://identifiers.org/aop.events/1003	https://identifiers.org/aop.events/1003	https://identifiers.org/aop/157	https://identifiers.org/aop/157	Deiodinase 1 inhibition leading to increased mortality via reduced posterior swim bladder inflation 
https://identifiers.org/aop.events/1003	https://identifiers.org/aop.events/1003	https://identifiers.org/aop/158	https://identifiers.org/aop/158	Deiodinase 1 inhibition leading to increased mortality via reduced anterior swim bladder inflation
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/159	https://identifiers.org/aop/159	Thyroperoxidase inhibition leading to increased mortality via reduced anterior swim bladder inflation
https://identifiers.org/aop.events/1003	https://identifiers.org/aop.events/1003	https://identifiers.org/aop/159	https://identifiers.org/aop/159	Thyroperoxidase inhibition leading to increased mortality via reduced anterior swim bladder inflation
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/159	https://identifiers.org/aop/159	Thyroperoxidase inhibition leading to increased mortality via reduced anterior swim bladder inflation
https://identifiers.org/aop.events/961	https://identifiers.org/aop.events/961	https://identifiers.org/aop/162	https://identifiers.org/aop/162	Enhanced hepatic clearance of thyroid hormones leading to thyroid follicular cell adenomas and carcinomas in the rat and mouse
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/162	https://identifiers.org/aop/162	Enhanced hepatic clearance of thyroid hormones leading to thyroid follicular cell adenomas and carcinomas in the rat and mouse
https://identifiers.org/aop.events/1046	https://identifiers.org/aop.events/1046	https://identifiers.org/aop/165	https://identifiers.org/aop/165	Antiestrogen activity leading to ovarian adenomas and granular cell tumors in the mouse
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/1538	https://identifiers.org/aop.events/1538	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/1392	https://identifiers.org/aop.events/1392	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/1488	https://identifiers.org/aop.events/1488	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/1495	https://identifiers.org/aop.events/1495	https://identifiers.org/aop/173	https://identifiers.org/aop/173	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis
https://identifiers.org/aop.events/1499	https://identifiers.org/aop.events/1499	https://identifiers.org/aop/173	https://identifiers.org/aop/173	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis
https://identifiers.org/aop.events/1458	https://identifiers.org/aop.events/1458	https://identifiers.org/aop/173	https://identifiers.org/aop/173	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis
https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	https://identifiers.org/aop/173	https://identifiers.org/aop/173	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis
https://identifiers.org/aop.events/1500	https://identifiers.org/aop.events/1500	https://identifiers.org/aop/173	https://identifiers.org/aop/173	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/175	https://identifiers.org/aop/175	Thyroperoxidase inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/175	https://identifiers.org/aop/175	Thyroperoxidase inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/176	https://identifiers.org/aop/176	Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/176	https://identifiers.org/aop/176	Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/178	https://identifiers.org/aop/178	Nicotinic acetylcholine receptor activation contributes to mitochondrial dysfunction and leads to colony loss/failure
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/188	https://identifiers.org/aop/188	Iodotyrosine deiodinase (IYD) inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/188	https://identifiers.org/aop/188	Iodotyrosine deiodinase (IYD) inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/1003	https://identifiers.org/aop.events/1003	https://identifiers.org/aop/189	https://identifiers.org/aop/189	Type I iodothyronine deiodinase (DIO1) inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/192	https://identifiers.org/aop/192	Pendrin inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/192	https://identifiers.org/aop/192	Pendrin inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/193	https://identifiers.org/aop/193	Dual oxidase (DUOX) inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/193	https://identifiers.org/aop/193	Dual oxidase (DUOX) inhibition leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/961	https://identifiers.org/aop.events/961	https://identifiers.org/aop/194	https://identifiers.org/aop/194	Hepatic nuclear receptor activation leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/194	https://identifiers.org/aop/194	Hepatic nuclear receptor activation leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/619	https://identifiers.org/aop.events/619	https://identifiers.org/aop/195	https://identifiers.org/aop/195	5-hydroxytryptamine transporter (5-HTT) inhibition leading to population increase
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/200	https://identifiers.org/aop/200	Estrogen receptor activation leading to breast cancer  
https://identifiers.org/aop.events/1193	https://identifiers.org/aop.events/1193	https://identifiers.org/aop/200	https://identifiers.org/aop/200	Estrogen receptor activation leading to breast cancer  
https://identifiers.org/aop.events/1252	https://identifiers.org/aop.events/1252	https://identifiers.org/aop/202	https://identifiers.org/aop/202	 Inhibitor binding to topoisomerase II leading to infant leukaemia
https://identifiers.org/aop.events/1254	https://identifiers.org/aop.events/1254	https://identifiers.org/aop/202	https://identifiers.org/aop/202	 Inhibitor binding to topoisomerase II leading to infant leukaemia
https://identifiers.org/aop.events/1253	https://identifiers.org/aop.events/1253	https://identifiers.org/aop/202	https://identifiers.org/aop/202	 Inhibitor binding to topoisomerase II leading to infant leukaemia
https://identifiers.org/aop.events/619	https://identifiers.org/aop.events/619	https://identifiers.org/aop/203	https://identifiers.org/aop/203	5-hydroxytryptamine transporter inhibition leading to decreased reproductive success and population decline
https://identifiers.org/aop.events/619	https://identifiers.org/aop.events/619	https://identifiers.org/aop/204	https://identifiers.org/aop/204	5-hydroxytryptamine transporter inhibition leading to increased reproductive success and population increase
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/205	https://identifiers.org/aop/205	AOP from chemical insult to cell death
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/205	https://identifiers.org/aop/205	AOP from chemical insult to cell death
https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	https://identifiers.org/aop/206	https://identifiers.org/aop/206	Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis
https://identifiers.org/aop.events/149	https://identifiers.org/aop.events/149	https://identifiers.org/aop/206	https://identifiers.org/aop/206	Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/207	https://identifiers.org/aop/207	NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/207	https://identifiers.org/aop/207	NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans
https://identifiers.org/aop.events/209	https://identifiers.org/aop.events/209	https://identifiers.org/aop/210	https://identifiers.org/aop/210	Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building
https://identifiers.org/aop.events/1503	https://identifiers.org/aop.events/1503	https://identifiers.org/aop/212	https://identifiers.org/aop/212	Histone deacetylase inhibition leading to testicular atrophy
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/212	https://identifiers.org/aop/212	Histone deacetylase inhibition leading to testicular atrophy
https://identifiers.org/aop.events/1515	https://identifiers.org/aop.events/1515	https://identifiers.org/aop/212	https://identifiers.org/aop/212	Histone deacetylase inhibition leading to testicular atrophy
https://identifiers.org/aop.events/1502	https://identifiers.org/aop.events/1502	https://identifiers.org/aop/212	https://identifiers.org/aop/212	Histone deacetylase inhibition leading to testicular atrophy
https://identifiers.org/aop.events/122	https://identifiers.org/aop.events/122	https://identifiers.org/aop/214	https://identifiers.org/aop/214	Network of SSRIs (selective serotonin reuptake inhibitors)
https://identifiers.org/aop.events/1339	https://identifiers.org/aop.events/1339	https://identifiers.org/aop/214	https://identifiers.org/aop/214	Network of SSRIs (selective serotonin reuptake inhibitors)
https://identifiers.org/aop.events/1387	https://identifiers.org/aop.events/1387	https://identifiers.org/aop/218	https://identifiers.org/aop/218	Inhibition of CYP7B activity leads to decreased reproductive success via decreased locomotor activity
https://identifiers.org/aop.events/1387	https://identifiers.org/aop.events/1387	https://identifiers.org/aop/219	https://identifiers.org/aop/219	Inhibition of CYP7B activity leads to decreased reproductive success via decreased sexual behavior
https://identifiers.org/aop.events/1394	https://identifiers.org/aop.events/1394	https://identifiers.org/aop/220	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer
https://identifiers.org/aop.events/1391	https://identifiers.org/aop.events/1391	https://identifiers.org/aop/220	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer
https://identifiers.org/aop.events/1392	https://identifiers.org/aop.events/1392	https://identifiers.org/aop/220	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer
https://identifiers.org/aop.events/1339	https://identifiers.org/aop.events/1339	https://identifiers.org/aop/226	https://identifiers.org/aop/226	SSRI (Selective serotonin reuptake inhibitor) to hypertension
https://identifiers.org/aop.events/1439	https://identifiers.org/aop.events/1439	https://identifiers.org/aop/237	https://identifiers.org/aop/237	Substance interaction with lung resident cell membrane components leading to atherosclerosis
https://identifiers.org/aop.events/1495	https://identifiers.org/aop.events/1495	https://identifiers.org/aop/237	https://identifiers.org/aop/237	Substance interaction with lung resident cell membrane components leading to atherosclerosis
https://identifiers.org/aop.events/1438	https://identifiers.org/aop.events/1438	https://identifiers.org/aop/237	https://identifiers.org/aop/237	Substance interaction with lung resident cell membrane components leading to atherosclerosis
https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	https://identifiers.org/aop/237	https://identifiers.org/aop/237	Substance interaction with lung resident cell membrane components leading to atherosclerosis
https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	https://identifiers.org/aop/241	https://identifiers.org/aop/241	Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis
https://identifiers.org/aop.events/1458	https://identifiers.org/aop.events/1458	https://identifiers.org/aop/241	https://identifiers.org/aop/241	Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/256	https://identifiers.org/aop/256	Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity
https://identifiers.org/aop.events/814	https://identifiers.org/aop.events/814	https://identifiers.org/aop/256	https://identifiers.org/aop/256	Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity
https://identifiers.org/aop.events/709	https://identifiers.org/aop.events/709	https://identifiers.org/aop/256	https://identifiers.org/aop/256	Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity
https://identifiers.org/aop.events/898	https://identifiers.org/aop.events/898	https://identifiers.org/aop/257	https://identifiers.org/aop/257	Receptor mediated endocytosis and lysosomal overload leading to kidney toxicity
https://identifiers.org/aop.events/709	https://identifiers.org/aop.events/709	https://identifiers.org/aop/257	https://identifiers.org/aop/257	Receptor mediated endocytosis and lysosomal overload leading to kidney toxicity
https://identifiers.org/aop.events/814	https://identifiers.org/aop.events/814	https://identifiers.org/aop/257	https://identifiers.org/aop/257	Receptor mediated endocytosis and lysosomal overload leading to kidney toxicity
https://identifiers.org/aop.events/709	https://identifiers.org/aop.events/709	https://identifiers.org/aop/258	https://identifiers.org/aop/258	Renal protein alkylation leading to kidney toxicity
https://identifiers.org/aop.events/814	https://identifiers.org/aop.events/814	https://identifiers.org/aop/258	https://identifiers.org/aop/258	Renal protein alkylation leading to kidney toxicity
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/258	https://identifiers.org/aop/258	Renal protein alkylation leading to kidney toxicity
https://identifiers.org/aop.events/1512	https://identifiers.org/aop.events/1512	https://identifiers.org/aop/260	https://identifiers.org/aop/260	CYP2E1 activation and formation of protein adducts leading to neurodegeneration
https://identifiers.org/aop.events/1513	https://identifiers.org/aop.events/1513	https://identifiers.org/aop/260	https://identifiers.org/aop/260	CYP2E1 activation and formation of protein adducts leading to neurodegeneration
https://identifiers.org/aop.events/1508	https://identifiers.org/aop.events/1508	https://identifiers.org/aop/260	https://identifiers.org/aop/260	CYP2E1 activation and formation of protein adducts leading to neurodegeneration
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/264	https://identifiers.org/aop/264	Uncoupling of oxidative phosphorylation leading to growth inhibition via ATP depletion associated cell death
