Ensembl_source	Ensembl	CNVassociated	gLayCluster_target	gLayCluster	N_nodes	Publication_source	DisGeNET_source	WikiPathways_source	WikiPathways_CNV	WikiPathways_noCNV	summary_term
ENSG00000139687	ENSG00000139687	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000188486	ENSG00000188486	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000140009	ENSG00000140009		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000134982	ENSG00000134982		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000100644	ENSG00000100644	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000094631	ENSG00000094631	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000068024	ENSG00000068024		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000142168	ENSG00000142168		166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000116478	ENSG00000116478	1	166	166	232	13	112	143	114	29	Regulation of metabolic processes
ENSG00000118058	ENSG00000118058		167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000164985	ENSG00000164985		167	167	12	2	4	6	4	2	Chromatin and histone organisation
ENSG00000243955	ENSG00000243955		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000167165	ENSG00000167165		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000176697	ENSG00000176697		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000130649	ENSG00000130649		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000100362	ENSG00000100362		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000003137	ENSG00000003137	1	170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000108576	ENSG00000108576		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000165092	ENSG00000165092		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000128918	ENSG00000128918	1	170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000187553	ENSG00000187553	1	170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000095596	ENSG00000095596	1	170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000103546	ENSG00000103546		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000160868	ENSG00000160868		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000140505	ENSG00000140505		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000140465	ENSG00000140465		170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000089163	ENSG00000089163	1	170	170	99	2	74	34	23	11	Synpatic signaling & neurotransmitter transport
ENSG00000177575	ENSG00000177575		171	171	177	6	125	66	55	11	Cell communication
ENSG00000189056	ENSG00000189056	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000136869	ENSG00000136869	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000123384	ENSG00000123384		171	171	177	6	125	66	55	11	Cell communication
ENSG00000146648	ENSG00000146648	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000136634	ENSG00000136634		171	171	177	6	125	66	55	11	Cell communication
ENSG00000126456	ENSG00000126456		171	171	177	6	125	66	55	11	Cell communication
ENSG00000113520	ENSG00000113520		171	171	177	6	125	66	55	11	Cell communication
ENSG00000067560	ENSG00000067560	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000169896	ENSG00000169896		171	171	177	6	125	66	55	11	Cell communication
ENSG00000148180	ENSG00000148180		171	171	177	6	125	66	55	11	Cell communication
ENSG00000271503	ENSG00000271503	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000168621	ENSG00000168621		171	171	177	6	125	66	55	11	Cell communication
ENSG00000142192	ENSG00000142192	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000105976	ENSG00000105976		171	171	177	6	125	66	55	11	Cell communication
ENSG00000104368	ENSG00000104368		171	171	177	6	125	66	55	11	Cell communication
ENSG00000163599	ENSG00000163599		171	171	177	6	125	66	55	11	Cell communication
ENSG00000131323	ENSG00000131323	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000125538	ENSG00000125538		171	171	177	6	125	66	55	11	Cell communication
ENSG00000109471	ENSG00000109471		171	171	177	6	125	66	55	11	Cell communication
ENSG00000067182	ENSG00000067182		171	171	177	6	125	66	55	11	Cell communication
ENSG00000122194	ENSG00000122194		171	171	177	6	125	66	55	11	Cell communication
ENSG00000196396	ENSG00000196396		171	171	177	6	125	66	55	11	Cell communication
ENSG00000075213	ENSG00000075213		171	171	177	6	125	66	55	11	Cell communication
ENSG00000111537	ENSG00000111537		171	171	177	6	125	66	55	11	Cell communication
ENSG00000232810	ENSG00000232810	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000064300	ENSG00000064300		171	171	177	6	125	66	55	11	Cell communication
ENSG00000164400	ENSG00000164400		171	171	177	6	125	66	55	11	Cell communication
ENSG00000137462	ENSG00000137462	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000164399	ENSG00000164399		171	171	177	6	125	66	55	11	Cell communication
ENSG00000136244	ENSG00000136244		171	171	177	6	125	66	55	11	Cell communication
ENSG00000164690	ENSG00000164690	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000070193	ENSG00000070193	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000150782	ENSG00000150782		171	171	177	6	125	66	55	11	Cell communication
ENSG00000164342	ENSG00000164342		171	171	177	6	125	66	55	11	Cell communication
ENSG00000132670	ENSG00000132670		171	171	177	6	125	66	55	11	Cell communication
ENSG00000066468	ENSG00000066468	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000172179	ENSG00000172179		171	171	177	6	125	66	55	11	Cell communication
ENSG00000090339	ENSG00000090339		171	171	177	6	125	66	55	11	Cell communication
ENSG00000077782	ENSG00000077782	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000138798	ENSG00000138798	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000050820	ENSG00000050820	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000121879	ENSG00000121879		171	171	177	6	125	66	55	11	Cell communication
ENSG00000010810	ENSG00000010810	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000171862	ENSG00000171862		171	171	177	6	125	66	55	11	Cell communication
ENSG00000120885	ENSG00000120885		171	171	177	6	125	66	55	11	Cell communication
ENSG00000076356	ENSG00000076356		171	171	177	6	125	66	55	11	Cell communication
ENSG00000134460	ENSG00000134460		171	171	177	6	125	66	55	11	Cell communication
ENSG00000026103	ENSG00000026103	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000108691	ENSG00000108691		171	171	177	6	125	66	55	11	Cell communication
ENSG00000144381	ENSG00000144381	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000028137	ENSG00000028137		171	171	177	6	125	66	55	11	Cell communication
ENSG00000126561	ENSG00000126561	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000128052	ENSG00000128052		171	171	177	6	125	66	55	11	Cell communication
ENSG00000086730	ENSG00000086730	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000110492	ENSG00000110492		171	171	177	6	125	66	55	11	Cell communication
ENSG00000115252	ENSG00000115252		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000100099	ENSG00000100099		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000104067	ENSG00000104067	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000163531	ENSG00000163531		186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000145321	ENSG00000145321		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000100292	ENSG00000100292		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000181019	ENSG00000181019		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000047457	ENSG00000047457		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000091513	ENSG00000091513	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000132693	ENSG00000132693		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000257017	ENSG00000257017		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000278540	ENSG00000278540	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signaling
ENSG00000072310	ENSG00000072310	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signaling
ENSG00000162409	ENSG00000162409	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signaling
ENSG00000163939	ENSG00000163939		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signaling
ENSG00000100294	ENSG00000100294		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signaling
ENSG00000137154	ENSG00000137154		193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000073578	ENSG00000073578		195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000198886	ENSG00000198886		195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000131095	ENSG00000131095		196	196	10	0	5	5	0	5	NADPH oxidase activity
ENSG00000205927	ENSG00000205927		196	196	10	0	5	5	0	5	NADPH oxidase activity
ENSG00000049540	ENSG00000049540	1	200	200	5	0	1	4	4	0	ECM structure & elasticity
ENSG00000184916	ENSG00000184916		247	247	6	1	5	0	0	0	Notch signaling
