Ensembl_source	Ensembl	fromPublication	fromDisGeNET	fromWikiPathways	gLayCluster	snpID	CNVassociated	PathwayID_target	PathwayID	PathwayTitle
ENSG00000120885	ENSG00000120885		1		171					
ENSG00000242689	ENSG00000242689		1		171					
ENSG00000164128	ENSG00000164128		1		164					
ENSG00000243708	ENSG00000243708		1		166					
ENSG00000204301	ENSG00000204301		1		247					
ENSG00000143578	ENSG00000143578	1			166	rs10127983				
ENSG00000111674	ENSG00000111674		1		170					
ENSG00000112309	ENSG00000112309		1		171					
ENSG00000140505	ENSG00000140505		1		170					
ENSG00000167004	ENSG00000167004	1			175	rs2929278				
ENSG00000131759	ENSG00000131759		1		166					
ENSG00000109819	ENSG00000109819		1		166					
ENSG00000113327	ENSG00000113327		1		206					
ENSG00000162989	ENSG00000162989		1		206					
ENSG00000073050	ENSG00000073050		1		165					
ENSG00000113594	ENSG00000113594		1		171					
ENSG00000105723	ENSG00000105723		1		166					
ENSG00000157193	ENSG00000157193		1		171					
ENSG00000075213	ENSG00000075213		1		171					
ENSG00000104888	ENSG00000104888		1		170					
ENSG00000080644	ENSG00000080644		1		186					
ENSG00000116984	ENSG00000116984		1		188					
ENSG00000145864	ENSG00000145864		1		206					
ENSG00000106018	ENSG00000106018		1		164					
ENSG00000160307	ENSG00000160307		1		196					
ENSG00000169306	ENSG00000169306	1			170	rs1378559				
ENSG00000163531	ENSG00000163531		1		186					
ENSG00000050628	ENSG00000050628		1		164					
ENSG00000100302	ENSG00000100302		1		166					
ENSG00000204388	ENSG00000204388		1		166					
ENSG00000198010	ENSG00000198010	1	1		164	rs2600490				
ENSG00000082701	ENSG00000082701		1		166					
ENSG00000198223	ENSG00000198223		1		171					
ENSG00000136634	ENSG00000136634		1		171					
ENSG00000162951	ENSG00000162951		1		164					
ENSG00000100985	ENSG00000100985		1		171					
ENSG00000146469	ENSG00000146469		1		164					
ENSG00000069696	ENSG00000069696		1		170					
ENSG00000100151	ENSG00000100151		1		164					
ENSG00000147955	ENSG00000147955		1		164					
ENSG00000160200	ENSG00000160200		1		188					
ENSG00000213366	ENSG00000213366		1		170					
ENSG00000091583	ENSG00000091583		1		171					
ENSG00000171759	ENSG00000171759		1		165					
ENSG00000197110	ENSG00000197110		1		171					
ENSG00000182346	ENSG00000182346		1		188					
ENSG00000075624	ENSG00000075624		1		166					
ENSG00000196954	ENSG00000196954		1		171					
ENSG00000144619	ENSG00000144619	1			171	rs17194490				
ENSG00000162946	ENSG00000162946		1		176					
ENSG00000104327	ENSG00000104327		1		170					
ENSG00000196569	ENSG00000196569		1		164					
ENSG00000113013	ENSG00000113013		1		171					
ENSG00000166886	ENSG00000166886	1			184	rs324017				
ENSG00000145920	ENSG00000145920		1		170					
ENSG00000198822	ENSG00000198822		1		164					
ENSG00000069535	ENSG00000069535		1		170					
ENSG00000184984	ENSG00000184984		1		164					
ENSG00000002822	ENSG00000002822	1	1		241	rs58120505				
ENSG00000041357	ENSG00000041357	1			186	rs3813567				
ENSG00000122877	ENSG00000122877		1		184					
ENSG00000179388	ENSG00000179388		1		184					
ENSG00000169727	ENSG00000169727		1		166					
ENSG00000108576	ENSG00000108576		1		170					
ENSG00000128512	ENSG00000128512		1		193					
ENSG00000136244	ENSG00000136244		1		171					
ENSG00000149564	ENSG00000149564		1		178					
ENSG00000142224	ENSG00000142224		1		171					
ENSG00000134852	ENSG00000134852		1		166					
ENSG00000156110	ENSG00000156110		1		176					
ENSG00000136928	ENSG00000136928	1			206	rs10985811				
ENSG00000101204	ENSG00000101204		1		186					
ENSG00000151790	ENSG00000151790		1		170					
ENSG00000080503	ENSG00000080503		1		190					
ENSG00000112592	ENSG00000112592		1		166					
ENSG00000151892	ENSG00000151892		1		171					
ENSG00000122194	ENSG00000122194		1		171					
ENSG00000158985	ENSG00000158985		1		171					
ENSG00000198055	ENSG00000198055		1		164					
ENSG00000214285	ENSG00000214285		1		193					
ENSG00000047457	ENSG00000047457		1		188					
ENSG00000075429	ENSG00000075429		1		164					
ENSG00000038210	ENSG00000038210		1		171					
ENSG00000112139	ENSG00000112139		1		164					
ENSG00000174697	ENSG00000174697		1		166					
ENSG00000177575	ENSG00000177575		1		171					
ENSG00000153944	ENSG00000153944	1			247	rs4793888				
ENSG00000163171	ENSG00000163171		1		171					
ENSG00000135541	ENSG00000135541		1		245					
ENSG00000129167	ENSG00000129167		1		170					
ENSG00000121410	ENSG00000121410		1		171					
ENSG00000165092	ENSG00000165092		1		170					
ENSG00000132693	ENSG00000132693		1		188					
ENSG00000157103	ENSG00000157103		1		206					
ENSG00000164342	ENSG00000164342		1		171					
ENSG00000108602	ENSG00000108602		1		170					
ENSG00000186090	ENSG00000186090		1		173					
ENSG00000113520	ENSG00000113520		1		171					
ENSG00000117448	ENSG00000117448		1		170					
ENSG00000196277	ENSG00000196277		1		164					
ENSG00000243955	ENSG00000243955		1		170					
ENSG00000257017	ENSG00000257017		1		188					
ENSG00000114030	ENSG00000114030		1		166					
ENSG00000166741	ENSG00000166741		1		170					
ENSG00000187258	ENSG00000187258		1		193					
ENSG00000148848	ENSG00000148848		1		171					
ENSG00000164400	ENSG00000164400		1		171					
ENSG00000007168	ENSG00000007168		1		176					
ENSG00000065609	ENSG00000065609	1			369	rs2022265				
ENSG00000146013	ENSG00000146013		1		171					
ENSG00000105499	ENSG00000105499		1		166					
ENSG00000196367	ENSG00000196367		1		166					
ENSG00000177143	ENSG00000177143		1		165					
ENSG00000064651	ENSG00000064651		1		164					
ENSG00000172179	ENSG00000172179		1		171					
ENSG00000158402	ENSG00000158402		1		164					
ENSG00000143801	ENSG00000143801		1		171					
ENSG00000175727	ENSG00000175727	1			190	rs143116451				
ENSG00000259207	ENSG00000259207		1		164					
ENSG00000104972	ENSG00000104972		1		175					
ENSG00000148680	ENSG00000148680		1		164					
ENSG00000107262	ENSG00000107262		1		166					
ENSG00000169592	ENSG00000169592	1			167	rs3814883				
ENSG00000171094	ENSG00000171094		1		171					
ENSG00000140557	ENSG00000140557		1		170					
ENSG00000111669	ENSG00000111669		1		175					
ENSG00000100362	ENSG00000100362		1		170					
ENSG00000175445	ENSG00000175445		1		171					
ENSG00000064300	ENSG00000064300		1		171					
ENSG00000101405	ENSG00000101405		1		164					
ENSG00000110931	ENSG00000110931		1		190					
ENSG00000073756	ENSG00000073756		1		170					
ENSG00000148408	ENSG00000148408		1		164					
ENSG00000164305	ENSG00000164305		1		166					
ENSG00000189058	ENSG00000189058		1		171					
ENSG00000118971	ENSG00000118971		1		166					
ENSG00000122585	ENSG00000122585		1		164					
ENSG00000157005	ENSG00000157005		1	1	164			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000135829	ENSG00000135829			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000125675	ENSG00000125675		1	1	164		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000186895	ENSG00000186895			1	171			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000138336	ENSG00000138336		1	1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000134748	ENSG00000134748			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000141027	ENSG00000141027			1	166		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000173786	ENSG00000173786		1	1	184			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000169375	ENSG00000169375			1	166		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000168394	ENSG00000168394		1	1	175			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000078328	ENSG00000078328			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000197971	ENSG00000197971		1	1	184			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000120948	ENSG00000120948			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000147133	ENSG00000147133			1	167			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000102974	ENSG00000102974		1	1	165			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000221869	ENSG00000221869			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000064309	ENSG00000064309			1	171			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000168769	ENSG00000168769			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000167244	ENSG00000167244		1	1	171			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000155511	ENSG00000155511		1	1	164		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000070808	ENSG00000070808			1	164			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000198793	ENSG00000198793		1	1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000187605	ENSG00000187605			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000081189	ENSG00000081189			1	178			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000118260	ENSG00000118260		1	1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000017427	ENSG00000017427			1	171			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000128683	ENSG00000128683		1	1	170			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000176165	ENSG00000176165			1	178			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000234906	ENSG00000234906			1	171			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000140443	ENSG00000140443			1	171			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000137154	ENSG00000137154			1	193			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000096060	ENSG00000096060			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000142208	ENSG00000142208		1	1	166		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000164985	ENSG00000164985			1	167			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000101412	ENSG00000101412			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000006377	ENSG00000006377			1	215			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000176697	ENSG00000176697		1	1	170			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000184486	ENSG00000184486			1	184			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000105880	ENSG00000105880			1	215			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000118515	ENSG00000118515			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000105695	ENSG00000105695		1	1	184		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000169813	ENSG00000169813			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000065978	ENSG00000065978			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000138675	ENSG00000138675			1	171			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000169057	ENSG00000169057			1	170			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000171862	ENSG00000171862			1	171			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000176884	ENSG00000176884			1	164		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000116478	ENSG00000116478		1	1	166		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000084093	ENSG00000084093		1	1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000172845	ENSG00000172845			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
