KEid_source	KEid	AOPid_target	AOPid	AOPtitle
https://identifiers.org/aop/149	https://identifiers.org/aop/149	https://identifiers.org/aop.events/209	https://identifiers.org/aop.events/209	Peptide Oxidation Leading to Hypertension
https://identifiers.org/aop/152	https://identifiers.org/aop/152	https://identifiers.org/aop.events/960	https://identifiers.org/aop.events/960	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity 
https://identifiers.org/aop/154	https://identifiers.org/aop/154	https://identifiers.org/aop.events/984	https://identifiers.org/aop.events/984	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop/154	https://identifiers.org/aop/154	https://identifiers.org/aop.events/981	https://identifiers.org/aop.events/981	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop/154	https://identifiers.org/aop/154	https://identifiers.org/aop.events/1202	https://identifiers.org/aop.events/1202	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop/17	https://identifiers.org/aop/17	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop/17	https://identifiers.org/aop/17	https://identifiers.org/aop.events/1488	https://identifiers.org/aop.events/1488	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop/17	https://identifiers.org/aop/17	https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop/17	https://identifiers.org/aop/17	https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop/17	https://identifiers.org/aop/17	https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop/173	https://identifiers.org/aop/173	https://identifiers.org/aop.events/1499	https://identifiers.org/aop.events/1499	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis
https://identifiers.org/aop/173	https://identifiers.org/aop/173	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis
https://identifiers.org/aop/200	https://identifiers.org/aop/200	https://identifiers.org/aop.events/1193	https://identifiers.org/aop.events/1193	Estrogen receptor activation leading to breast cancer  
https://identifiers.org/aop/205	https://identifiers.org/aop/205	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	AOP from chemical insult to cell death
https://identifiers.org/aop/206	https://identifiers.org/aop/206	https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis
https://identifiers.org/aop/207	https://identifiers.org/aop/207	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans
https://identifiers.org/aop/210	https://identifiers.org/aop/210	https://identifiers.org/aop.events/209	https://identifiers.org/aop.events/209	Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building
https://identifiers.org/aop/212	https://identifiers.org/aop/212	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	Histone deacetylase inhibition leading to testicular atrophy
https://identifiers.org/aop/220	https://identifiers.org/aop/220	https://identifiers.org/aop.events/1394	https://identifiers.org/aop.events/1394	Cyp2E1 Activation Leading to Liver Cancer
https://identifiers.org/aop/237	https://identifiers.org/aop/237	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Substance interaction with lung resident cell membrane components leading to atherosclerosis
https://identifiers.org/aop/237	https://identifiers.org/aop/237	https://identifiers.org/aop.events/1439	https://identifiers.org/aop.events/1439	Substance interaction with lung resident cell membrane components leading to atherosclerosis
https://identifiers.org/aop/241	https://identifiers.org/aop/241	https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis
https://identifiers.org/aop/257	https://identifiers.org/aop/257	https://identifiers.org/aop.events/898	https://identifiers.org/aop.events/898	Receptor mediated endocytosis and lysosomal overload leading to kidney toxicity
https://identifiers.org/aop/260	https://identifiers.org/aop/260	https://identifiers.org/aop.events/1513	https://identifiers.org/aop.events/1513	CYP2E1 activation and formation of protein adducts leading to neurodegeneration
https://identifiers.org/aop/264	https://identifiers.org/aop/264	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Uncoupling of oxidative phosphorylation leading to growth inhibition via ATP depletion associated cell death
https://identifiers.org/aop/265	https://identifiers.org/aop/265	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Uncoupling of oxidative phosphorylation leading to growth inhibition via increased cytosolic calcium
https://identifiers.org/aop/266	https://identifiers.org/aop/266	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Uncoupling of oxidative phosphorylation leading to growth inhibition via decreased Na-K ATPase activity
https://identifiers.org/aop/268	https://identifiers.org/aop/268	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Uncoupling of oxidative phosphorylation leading to growth inhibition via mitochondrial swelling
https://identifiers.org/aop/27	https://identifiers.org/aop/27	https://identifiers.org/aop.events/87	https://identifiers.org/aop.events/87	Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11)
https://identifiers.org/aop/27	https://identifiers.org/aop/27	https://identifiers.org/aop.events/209	https://identifiers.org/aop.events/209	Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11)
https://identifiers.org/aop/273	https://identifiers.org/aop/273	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Mitochondrial complex inhibition leading to liver injury
https://identifiers.org/aop/277	https://identifiers.org/aop/277	https://identifiers.org/aop.events/202	https://identifiers.org/aop.events/202	Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop/277	https://identifiers.org/aop/277	https://identifiers.org/aop.events/984	https://identifiers.org/aop.events/984	Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop/277	https://identifiers.org/aop/277	https://identifiers.org/aop.events/1700	https://identifiers.org/aop.events/1700	Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop/278	https://identifiers.org/aop/278	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	IKK complex inhibition leading to liver injury
https://identifiers.org/aop/278	https://identifiers.org/aop/278	https://identifiers.org/aop.events/202	https://identifiers.org/aop.events/202	IKK complex inhibition leading to liver injury
https://identifiers.org/aop/280	https://identifiers.org/aop/280	https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	α-diketone-induced bronchiolitis obliterans
https://identifiers.org/aop/281	https://identifiers.org/aop/281	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Acetylcholinesterase Inhibition Leading to Neurodegeneration
https://identifiers.org/aop/285	https://identifiers.org/aop/285	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	Inhibition of N-linked glycosylation leads to liver injury
https://identifiers.org/aop/287	https://identifiers.org/aop/287	https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	Mitochondrial complex III antagonism leading to growth inhibition (2)
https://identifiers.org/aop/291	https://identifiers.org/aop/291	https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	Mitochondrial ATP synthase antagonism leading to growth inhibition (2)
https://identifiers.org/aop/293	https://identifiers.org/aop/293	https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	Increased DNA damage leading to increased risk of breast cancer
https://identifiers.org/aop/293	https://identifiers.org/aop/293	https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	Increased DNA damage leading to increased risk of breast cancer
https://identifiers.org/aop/293	https://identifiers.org/aop/293	https://identifiers.org/aop.events/1193	https://identifiers.org/aop.events/1193	Increased DNA damage leading to increased risk of breast cancer
https://identifiers.org/aop/294	https://identifiers.org/aop/294	https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
https://identifiers.org/aop/294	https://identifiers.org/aop/294	https://identifiers.org/aop.events/1193	https://identifiers.org/aop.events/1193	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
https://identifiers.org/aop/294	https://identifiers.org/aop/294	https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
https://identifiers.org/aop/3	https://identifiers.org/aop/3	https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
https://identifiers.org/aop/303	https://identifiers.org/aop/303	https://identifiers.org/aop.events/87	https://identifiers.org/aop.events/87	Frustrated phagocytosis-induced lung cancer
https://identifiers.org/aop/313	https://identifiers.org/aop/313	https://identifiers.org/aop.events/1822	https://identifiers.org/aop.events/1822	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
https://identifiers.org/aop/315	https://identifiers.org/aop/315	https://identifiers.org/aop.events/1718	https://identifiers.org/aop.events/1718	Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response
https://identifiers.org/aop/319	https://identifiers.org/aop/319	https://identifiers.org/aop.events/1854	https://identifiers.org/aop.events/1854	Binding to ACE2 leading to lung fibrosis
https://identifiers.org/aop/319	https://identifiers.org/aop/319	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Binding to ACE2 leading to lung fibrosis
https://identifiers.org/aop/320	https://identifiers.org/aop/320	https://identifiers.org/aop.events/1848	https://identifiers.org/aop.events/1848	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality
https://identifiers.org/aop/320	https://identifiers.org/aop/320	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality
https://identifiers.org/aop/34	https://identifiers.org/aop/34	https://identifiers.org/aop.events/264	https://identifiers.org/aop.events/264	LXR activation leading to hepatic steatosis
https://identifiers.org/aop/34	https://identifiers.org/aop/34	https://identifiers.org/aop.events/89	https://identifiers.org/aop.events/89	LXR activation leading to hepatic steatosis
https://identifiers.org/aop/34	https://identifiers.org/aop/34	https://identifiers.org/aop.events/167	https://identifiers.org/aop.events/167	LXR activation leading to hepatic steatosis
https://identifiers.org/aop/347	https://identifiers.org/aop/347	https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis
https://identifiers.org/aop/368	https://identifiers.org/aop/368	https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	Cytochrome oxidase inhibition leading to olfactory nasal lesions
https://identifiers.org/aop/374	https://identifiers.org/aop/374	https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis
https://identifiers.org/aop/377	https://identifiers.org/aop/377	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop/377	https://identifiers.org/aop/377	https://identifiers.org/aop.events/1848	https://identifiers.org/aop.events/1848	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop/377	https://identifiers.org/aop/377	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop/377	https://identifiers.org/aop/377	https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop/377	https://identifiers.org/aop/377	https://identifiers.org/aop.events/87	https://identifiers.org/aop.events/87	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop/377	https://identifiers.org/aop/377	https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop/38	https://identifiers.org/aop/38	https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop/38	https://identifiers.org/aop/38	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop/38	https://identifiers.org/aop/38	https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop/382	https://identifiers.org/aop/382	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Angiotensin II type 1 receptor (AT1R) agonism leading to lung fibrosis
https://identifiers.org/aop/39	https://identifiers.org/aop/39	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Covalent Binding, Protein, leading to Increase, Allergic Respiratory Hypersensitivity Response
https://identifiers.org/aop/39	https://identifiers.org/aop/39	https://identifiers.org/aop.events/398	https://identifiers.org/aop.events/398	Covalent Binding, Protein, leading to Increase, Allergic Respiratory Hypersensitivity Response
https://identifiers.org/aop/392	https://identifiers.org/aop/392	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation
https://identifiers.org/aop/40	https://identifiers.org/aop/40	https://identifiers.org/aop.events/398	https://identifiers.org/aop.events/398	Covalent Protein binding leading to Skin Sensitisation
https://identifiers.org/aop/409	https://identifiers.org/aop/409	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Frustrated phagocytosis leads to malignant mesothelioma
https://identifiers.org/aop/41	https://identifiers.org/aop/41	https://identifiers.org/aop.events/854	https://identifiers.org/aop.events/854	Sustained AhR Activation leading to Rodent Liver Tumours
https://identifiers.org/aop/410	https://identifiers.org/aop/410	https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	GSK3beta inactivation leading to increased mortality via defects in developing inner ear
https://identifiers.org/aop/412	https://identifiers.org/aop/412	https://identifiers.org/aop.events/87	https://identifiers.org/aop.events/87	Endothelial cell dysfunction leading to thromboinflammation
https://identifiers.org/aop/415	https://identifiers.org/aop/415	https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway
https://identifiers.org/aop/419	https://identifiers.org/aop/419	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway
https://identifiers.org/aop/429	https://identifiers.org/aop/429	https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants
https://identifiers.org/aop/432	https://identifiers.org/aop/432	https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	Deposition of Energy by Ionizing Radiation leading to Acute Myeloid Leukemia
https://identifiers.org/aop/439	https://identifiers.org/aop/439	https://identifiers.org/aop.events/1193	https://identifiers.org/aop.events/1193	Activation of the AhR leading to breast cancer 
https://identifiers.org/aop/439	https://identifiers.org/aop/439	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	Activation of the AhR leading to breast cancer 
https://identifiers.org/aop/443	https://identifiers.org/aop/443	https://identifiers.org/aop.events/1980	https://identifiers.org/aop.events/1980	 DNA damage and mutations leading to Metastatic Breast Cancer
https://identifiers.org/aop/443	https://identifiers.org/aop/443	https://identifiers.org/aop.events/1981	https://identifiers.org/aop.events/1981	 DNA damage and mutations leading to Metastatic Breast Cancer
https://identifiers.org/aop/443	https://identifiers.org/aop/443	https://identifiers.org/aop.events/1982	https://identifiers.org/aop.events/1982	 DNA damage and mutations leading to Metastatic Breast Cancer
https://identifiers.org/aop/443	https://identifiers.org/aop/443	https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	 DNA damage and mutations leading to Metastatic Breast Cancer
https://identifiers.org/aop/447	https://identifiers.org/aop/447	https://identifiers.org/aop.events/202	https://identifiers.org/aop.events/202	Kidney failure induced by inhibition of mitochondrial electron transfer chain through apoptosis, inflammation and oxidative stress pathways
https://identifiers.org/aop/451	https://identifiers.org/aop/451	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Interaction with lung resident cell membrane components leads to lung cancer
https://identifiers.org/aop/452	https://identifiers.org/aop/452	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	Adverse outcome pathway of PM-induced respiratory toxicity
https://identifiers.org/aop/460	https://identifiers.org/aop/460	https://identifiers.org/aop.events/2040	https://identifiers.org/aop.events/2040	Antagonism of Smoothened receptor leading to orofacial clefting
https://identifiers.org/aop/460	https://identifiers.org/aop/460	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	Antagonism of Smoothened receptor leading to orofacial clefting
https://identifiers.org/aop/460	https://identifiers.org/aop/460	https://identifiers.org/aop.events/2043	https://identifiers.org/aop.events/2043	Antagonism of Smoothened receptor leading to orofacial clefting
https://identifiers.org/aop/464	https://identifiers.org/aop/464	https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits
https://identifiers.org/aop/468	https://identifiers.org/aop/468	https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death)
https://identifiers.org/aop/468	https://identifiers.org/aop/468	https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death)
https://identifiers.org/aop/470	https://identifiers.org/aop/470	https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	Deposition of energy leads to vascular remodeling
https://identifiers.org/aop/471	https://identifiers.org/aop/471	https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	Various neuronal effects induced by elavl3, sox10, and mbp
https://identifiers.org/aop/476	https://identifiers.org/aop/476	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity
https://identifiers.org/aop/479	https://identifiers.org/aop/479	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Mitochondrial complexes inhibition leading to heart failure via increased myocardial oxidative stress
https://identifiers.org/aop/48	https://identifiers.org/aop/48	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.
https://identifiers.org/aop/48	https://identifiers.org/aop/48	https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.
https://identifiers.org/aop/482	https://identifiers.org/aop/482	https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	Deposition of energy leading to occurrence of bone loss
https://identifiers.org/aop/483	https://identifiers.org/aop/483	https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	Deposition of Energy Leading to Learning and Memory Impairment
https://identifiers.org/aop/490	https://identifiers.org/aop/490	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms
https://identifiers.org/aop/490	https://identifiers.org/aop/490	https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms
https://identifiers.org/aop/491	https://identifiers.org/aop/491	https://identifiers.org/aop.events/2043	https://identifiers.org/aop.events/2043	Decrease, GLI1/2 target gene expression leads to orofacial clefting 
https://identifiers.org/aop/491	https://identifiers.org/aop/491	https://identifiers.org/aop.events/2040	https://identifiers.org/aop.events/2040	Decrease, GLI1/2 target gene expression leads to orofacial clefting 
https://identifiers.org/aop/491	https://identifiers.org/aop/491	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	Decrease, GLI1/2 target gene expression leads to orofacial clefting 
https://identifiers.org/aop/494	https://identifiers.org/aop/494	https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	AhR activation leading to liver fibrosis 
https://identifiers.org/aop/495	https://identifiers.org/aop/495	https://identifiers.org/aop.events/854	https://identifiers.org/aop.events/854	Androgen receptor activation leading to prostate cancer
https://identifiers.org/aop/500	https://identifiers.org/aop/500	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis
https://identifiers.org/aop/502	https://identifiers.org/aop/502	https://identifiers.org/aop.events/2040	https://identifiers.org/aop.events/2040	Decrease, cholesterol synthesis leads to orofacial clefting
https://identifiers.org/aop/502	https://identifiers.org/aop/502	https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	Decrease, cholesterol synthesis leads to orofacial clefting
https://identifiers.org/aop/502	https://identifiers.org/aop/502	https://identifiers.org/aop.events/2043	https://identifiers.org/aop.events/2043	Decrease, cholesterol synthesis leads to orofacial clefting
https://identifiers.org/aop/505	https://identifiers.org/aop/505	https://identifiers.org/aop.events/1513	https://identifiers.org/aop.events/1513	Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway
https://identifiers.org/aop/506	https://identifiers.org/aop/506	https://identifiers.org/aop.events/2180	https://identifiers.org/aop.events/2180	Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation
https://identifiers.org/aop/513	https://identifiers.org/aop/513	https://identifiers.org/aop.events/1513	https://identifiers.org/aop.events/1513	Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway
https://identifiers.org/aop/518	https://identifiers.org/aop/518	https://identifiers.org/aop.events/167	https://identifiers.org/aop.events/167	Liver X Receptor (LXR) activation leads to liver steatosis
https://identifiers.org/aop/518	https://identifiers.org/aop/518	https://identifiers.org/aop.events/89	https://identifiers.org/aop.events/89	Liver X Receptor (LXR) activation leads to liver steatosis
https://identifiers.org/aop/54	https://identifiers.org/aop/54	https://identifiers.org/aop.events/851	https://identifiers.org/aop.events/851	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment 
https://identifiers.org/aop/54	https://identifiers.org/aop/54	https://identifiers.org/aop.events/381	https://identifiers.org/aop.events/381	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment 
https://identifiers.org/aop/58	https://identifiers.org/aop/58	https://identifiers.org/aop.events/167	https://identifiers.org/aop.events/167	NR1I3 (CAR) suppression leading to hepatic steatosis
