AOid_source	AOPid_target	AOid	AOtitle	AOPid	AOPtitle	index
https://identifiers.org/aop.events/2008	https://identifiers.org/aop/452	https://identifiers.org/aop.events/2008	Chronic obstructive pulmonary disease	https://identifiers.org/aop/452	Adverse outcome pathway of PM-induced respiratory toxicity	NA
https://identifiers.org/aop.events/2042	https://identifiers.org/aop/460	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop/460	Antagonism of Smoothened receptor leading to orofacial clefting	NA
https://identifiers.org/aop.events/2042	https://identifiers.org/aop/502	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop/502	Decrease, cholesterol synthesis leads to orofacial clefting	NA
https://identifiers.org/aop.events/2042	https://identifiers.org/aop/491	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop/491	Decrease, GLI1/2 target gene expression leads to orofacial clefting 	NA
https://identifiers.org/aop.events/2083	https://identifiers.org/aop/478	https://identifiers.org/aop.events/2083	Occurrence of Cataracts	https://identifiers.org/aop/478	Deposition of energy leading to occurrence of cataracts	NA
https://identifiers.org/aop.events/2092	https://identifiers.org/aop/440	https://identifiers.org/aop.events/2092	Promotion, Ovarian Cancer 	https://identifiers.org/aop/440	Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia	NA
https://identifiers.org/aop.events/2121	https://identifiers.org/aop/490	https://identifiers.org/aop.events/2121	decreased, Intellectual Quotient	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms	NA
https://identifiers.org/aop.events/2122	https://identifiers.org/aop/490	https://identifiers.org/aop.events/2122	increased, Economic Burden	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms	NA
https://identifiers.org/aop.events/313	https://identifiers.org/aop/39	https://identifiers.org/aop.events/313	Increase, Allergic Respiratory Hypersensitivity Response	https://identifiers.org/aop/39	Covalent Binding, Protein, leading to Increase, Allergic Respiratory Hypersensitivity Response	NA
https://identifiers.org/aop.events/323	https://identifiers.org/aop/14	https://identifiers.org/aop.events/323	Increased, Disease susceptibility	https://identifiers.org/aop/14	Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility	NA
https://identifiers.org/aop.events/336	https://identifiers.org/aop/15	https://identifiers.org/aop.events/336	Increase, Heritable mutations in offspring	https://identifiers.org/aop/15	Alkylation of DNA in male pre-meiotic germ cells leading to heritable mutations	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/12	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/12	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/17	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/13	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/499	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/499	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/500	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/500	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/48	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/48	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/490	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms	NA
https://identifiers.org/aop.events/344	https://identifiers.org/aop/38	https://identifiers.org/aop.events/344	N/A, Liver fibrosis	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis	NA
https://identifiers.org/aop.events/344	https://identifiers.org/aop/144	https://identifiers.org/aop.events/344	N/A, Liver fibrosis	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis	NA
https://identifiers.org/aop.events/344	https://identifiers.org/aop/494	https://identifiers.org/aop.events/344	N/A, Liver fibrosis	https://identifiers.org/aop/494	AhR activation leading to liver fibrosis 	NA
https://identifiers.org/aop.events/345	https://identifiers.org/aop/34	https://identifiers.org/aop.events/345	N/A, Liver Steatosis	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis	NA
https://identifiers.org/aop.events/350	https://identifiers.org/aop/479	https://identifiers.org/aop.events/350	Increase, Mortality	https://identifiers.org/aop/479	Mitochondrial complexes inhibition leading to heart failure via increased myocardial oxidative stress	NA
https://identifiers.org/aop.events/351	https://identifiers.org/aop/320	https://identifiers.org/aop.events/351	Increased Mortality	https://identifiers.org/aop/320	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality	NA
https://identifiers.org/aop.events/351	https://identifiers.org/aop/410	https://identifiers.org/aop.events/351	Increased Mortality	https://identifiers.org/aop/410	GSK3beta inactivation leading to increased mortality via defects in developing inner ear	NA
https://identifiers.org/aop.events/351	https://identifiers.org/aop/377	https://identifiers.org/aop.events/351	Increased Mortality	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)	NA
https://identifiers.org/aop.events/352	https://identifiers.org/aop/281	https://identifiers.org/aop.events/352	N/A, Neurodegeneration	https://identifiers.org/aop/281	Acetylcholinesterase Inhibition Leading to Neurodegeneration	NA
https://identifiers.org/aop.events/352	https://identifiers.org/aop/12	https://identifiers.org/aop.events/352	N/A, Neurodegeneration	https://identifiers.org/aop/12	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging	NA
https://identifiers.org/aop.events/357	https://identifiers.org/aop/27	https://identifiers.org/aop.events/357	Cholestasis, Pathology	https://identifiers.org/aop/27	Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11)	NA
https://identifiers.org/aop.events/360	https://identifiers.org/aop/310	https://identifiers.org/aop.events/360	Decrease, Population growth rate	https://identifiers.org/aop/310	Embryonic Activation of the AHR leading to Reproductive failure, via epigenetic down-regulation of GnRHR	NA
https://identifiers.org/aop.events/360	https://identifiers.org/aop/410	https://identifiers.org/aop.events/360	Decrease, Population growth rate	https://identifiers.org/aop/410	GSK3beta inactivation leading to increased mortality via defects in developing inner ear	NA
https://identifiers.org/aop.events/459	https://identifiers.org/aop/518	https://identifiers.org/aop.events/459	Increased, Liver Steatosis	https://identifiers.org/aop/518	Liver X Receptor (LXR) activation leads to liver steatosis	NA
https://identifiers.org/aop.events/459	https://identifiers.org/aop/58	https://identifiers.org/aop.events/459	Increased, Liver Steatosis	https://identifiers.org/aop/58	NR1I3 (CAR) suppression leading to hepatic steatosis	NA
https://identifiers.org/aop.events/520	https://identifiers.org/aop/476	https://identifiers.org/aop.events/520	Decreased sperm quantity or quality in the adult, Decreased fertility 	https://identifiers.org/aop/476	Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity	NA
https://identifiers.org/aop.events/713	https://identifiers.org/aop/105	https://identifiers.org/aop.events/713	Increase, Adenomas/carcinomas (renal tubular)	https://identifiers.org/aop/105	Alpha2u-microglobulin cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat)	NA
https://identifiers.org/aop.events/719	https://identifiers.org/aop/108	https://identifiers.org/aop.events/719	Increase, hepatocellular adenomas and carcinomas	https://identifiers.org/aop/108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)	NA
https://identifiers.org/aop.events/759	https://identifiers.org/aop/447	https://identifiers.org/aop.events/759	Increased, Kidney Failure	https://identifiers.org/aop/447	Kidney failure induced by inhibition of mitochondrial electron transfer chain through apoptosis, inflammation and oxidative stress pathways	NA
https://identifiers.org/aop.events/78	https://identifiers.org/aop/310	https://identifiers.org/aop.events/78	Reduction, Cumulative fecundity and spawning	https://identifiers.org/aop/310	Embryonic Activation of the AHR leading to Reproductive failure, via epigenetic down-regulation of GnRHR	NA
https://identifiers.org/aop.events/814	https://identifiers.org/aop/258	https://identifiers.org/aop.events/814	Occurrence, Kidney toxicity	https://identifiers.org/aop/258	Renal protein alkylation leading to kidney toxicity	NA
https://identifiers.org/aop.events/814	https://identifiers.org/aop/437	https://identifiers.org/aop.events/814	Occurrence, Kidney toxicity	https://identifiers.org/aop/437	Inhibition of mitochondrial electron transport chain (ETC) complexes leading to kidney toxicity	NA
https://identifiers.org/aop.events/814	https://identifiers.org/aop/257	https://identifiers.org/aop.events/814	Occurrence, Kidney toxicity	https://identifiers.org/aop/257	Receptor mediated endocytosis and lysosomal overload leading to kidney toxicity	NA
https://identifiers.org/aop.events/814	https://identifiers.org/aop/256	https://identifiers.org/aop.events/814	Occurrence, Kidney toxicity	https://identifiers.org/aop/256	Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity	NA
https://identifiers.org/aop.events/864	https://identifiers.org/aop/6	https://identifiers.org/aop.events/864	Decreased, Body Weight	https://identifiers.org/aop/6	Antagonist binding to PPARα leading to body-weight loss	NA
https://identifiers.org/aop.events/885	https://identifiers.org/aop/141	https://identifiers.org/aop.events/885	Increase, Cancer	https://identifiers.org/aop/141	Alkylation of DNA leading to cancer 2	NA
https://identifiers.org/aop.events/885	https://identifiers.org/aop/505	https://identifiers.org/aop.events/885	Increase, Cancer	https://identifiers.org/aop/505	Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway	NA
https://identifiers.org/aop.events/885	https://identifiers.org/aop/139	https://identifiers.org/aop.events/885	Increase, Cancer	https://identifiers.org/aop/139	Alkylation of DNA leading to cancer 1	NA
https://identifiers.org/aop.events/885	https://identifiers.org/aop/513	https://identifiers.org/aop.events/885	Increase, Cancer	https://identifiers.org/aop/513	Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway	NA
https://identifiers.org/aop.events/947	https://identifiers.org/aop/150	https://identifiers.org/aop.events/947	Increase, Early Life Stage Mortality	https://identifiers.org/aop/150	Aryl hydrocarbon receptor activation leading to early life stage mortality, via reduced VEGF	NA
https://identifiers.org/aop.events/947	https://identifiers.org/aop/456	https://identifiers.org/aop.events/947	Increase, Early Life Stage Mortality	https://identifiers.org/aop/456	Aryl hydrocarbon receptor activation leading to early life stage mortality via sox9 repression induced cardiovascular toxicity	NA
https://identifiers.org/aop.events/947	https://identifiers.org/aop/455	https://identifiers.org/aop.events/947	Increase, Early Life Stage Mortality	https://identifiers.org/aop/455	Aryl hydrocarbon receptor activation leading to early life stage mortality via sox9 repression induced impeded craniofacial development	NA
https://identifiers.org/aop.events/952	https://identifiers.org/aop/149	https://identifiers.org/aop.events/952	Hypertension	https://identifiers.org/aop/149	Peptide Oxidation Leading to Hypertension	NA
https://identifiers.org/aop.events/984	https://identifiers.org/aop/277	https://identifiers.org/aop.events/984	Impairment, T-cell dependent antibody response	https://identifiers.org/aop/277	Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response	NA
https://identifiers.org/aop.events/984	https://identifiers.org/aop/154	https://identifiers.org/aop.events/984	Impairment, T-cell dependent antibody response	https://identifiers.org/aop/154	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response	NA
