term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0089718,0.00289090235022158,TRUE,50,2,2,GO:BP,amino acid import across plasma membrane,21010,18796,GO:0003333|GO:0098657|GO:0098739,FALSE
GO:0015804,0.00403782360916664,TRUE,59,2,2,GO:BP,neutral amino acid transport,21010,5003,GO:0006865,FALSE
GO:0015800,0.00446260926062775,TRUE,62,2,2,GO:BP,acidic amino acid transport,21010,4999,GO:0006865,FALSE
KEGG:04724,0.00493473335909538,TRUE,114,2,2,KEGG,Glutamatergic synapse,8161,348,KEGG:00000,FALSE
GO:0015179,0.00512872126268368,TRUE,65,2,2,GO:MF,L-amino acid transmembrane transporter activity,20139,2394,GO:0015171,FALSE
GO:1902475,0.00553637299071006,TRUE,69,2,2,GO:BP,L-alpha-amino acid transmembrane transport,21010,23209,GO:0003333|GO:0015807,FALSE
REAC:R-HSA-112310,0.00564087678445655,TRUE,50,2,2,REAC,Neurotransmitter release cycle,10835,1517,REAC:R-HSA-112315,FALSE
GO:0015370,0.00779171114907712,TRUE,80,2,2,GO:MF,solute:sodium symporter activity,20139,2510,GO:0015081|GO:0015294,FALSE
GO:0015171,0.00839088387351564,TRUE,83,2,2,GO:MF,amino acid transmembrane transporter activity,20139,2389,GO:0046943,FALSE
GO:0015807,0.00842491542064575,TRUE,85,2,2,GO:BP,L-amino acid transport,21010,5006,GO:0006865,FALSE
GO:0150104,0.00882846178953382,TRUE,87,2,2,GO:BP,transport across blood-brain barrier,21010,21009,GO:0010232,TRUE
GO:0010232,0.00882846178953382,TRUE,87,2,2,GO:BP,vascular transport,21010,4072,GO:0003018|GO:0006810,FALSE
GO:0043279,0.00987862631675714,TRUE,92,2,2,GO:BP,response to alkaloid,21010,11109,GO:0010243,FALSE
GO:0006835,0.0100957389830595,TRUE,93,2,2,GO:BP,dicarboxylic acid transport,21010,2545,GO:0046942,FALSE
HPA:0090992,0.0110482838495961,TRUE,146,2,2,HPA,cerebellum; molecular layer - neuropil[≥Medium],11006,147,HPA:0090991,FALSE
WP:WP5083,0.0112768291179086,TRUE,140,2,2,WP,Neuroinflammation and glutamatergic signaling,8625,20,WP:000000,FALSE
GO:0003333,0.0116816054151811,TRUE,100,2,2,GO:BP,amino acid transmembrane transport,21010,1772,GO:0006865|GO:1905039,FALSE
GO:0015294,0.0173118999929337,TRUE,119,2,2,GO:MF,solute:monoatomic cation symporter activity,20139,2468,GO:0008324|GO:0015293|GO:0022853,FALSE
GO:0098656,0.0239602706626936,TRUE,143,2,2,GO:BP,monoatomic anion transmembrane transport,21010,19704,GO:0006820|GO:0034220,TRUE
CORUM:1993,0.0249658467216871,TRUE,1,1,1,CORUM,SLC1A2 homotrimer complex,3383,877,CORUM:0000000,FALSE
GO:0006865,0.0249797562262003,TRUE,146,2,2,GO:BP,amino acid transport,21010,2567,GO:0046942|GO:0071705,FALSE
REAC:R-HSA-425393,0.0251421936678635,TRUE,105,2,2,REAC,Transport of inorganic cations/anions and amino acids/oligopeptides,10835,2477,REAC:R-HSA-425407,FALSE
GO:1905039,0.0270824452009329,TRUE,152,2,2,GO:BP,carboxylic acid transmembrane transport,21010,25319,GO:0046942|GO:1903825,FALSE
GO:0015293,0.027187154154976,TRUE,149,2,2,GO:MF,symporter activity,20139,2467,GO:0015291,FALSE
GO:1903825,0.027441153084389,TRUE,153,2,2,GO:BP,organic acid transmembrane transport,21010,24272,GO:0015849|GO:0055085,FALSE
GO:0015081,0.0301953464340501,TRUE,157,2,2,GO:MF,sodium ion transmembrane transporter activity,20139,2308,GO:0046873|GO:1901702,FALSE
GO:0046943,0.0317586201266182,TRUE,161,2,2,GO:MF,carboxylic acid transmembrane transporter activity,20139,6299,GO:0005342|GO:0008514,FALSE
GO:0005342,0.032155602878201,TRUE,162,2,2,GO:MF,organic acid transmembrane transporter activity,20139,1428,GO:0022857,FALSE
GO:0006820,0.0331049617705374,TRUE,168,2,2,GO:BP,monoatomic anion transport,21010,2537,GO:0006811,FALSE
HPA:0090991,0.0356874702977365,TRUE,262,2,2,HPA,cerebellum; molecular layer - neuropil[≥Low],11006,146,HPA:0090000,FALSE
KEGG:05016,0.0357521087101671,TRUE,306,2,2,KEGG,Huntington disease,8161,407,KEGG:00000,FALSE
GO:0001505,0.0401658432659358,TRUE,185,2,2,GO:BP,regulation of neurotransmitter levels,21010,331,GO:0065008,FALSE
GO:0098739,0.0464927895524207,TRUE,199,2,2,GO:BP,import across plasma membrane,21010,19759,GO:0055085,FALSE
GO:1902075,0.0474343977464929,TRUE,201,2,2,GO:BP,cellular response to salt,21010,22879,GO:0070887|GO:1902074,FALSE
GO:0006836,0.0483854456217087,TRUE,203,2,2,GO:BP,neurotransmitter transport,21010,2546,GO:0006810,FALSE
REAC:R-HSA-5619062,0.0498883747614555,TRUE,1,2,1,REAC,Defective SLC1A3 causes episodic ataxia 6 (EA6),10835,607,REAC:R-HSA-5619102,FALSE
