"AOid","AOPid","AOPtitle","AOtitle","Ensembl","HGNC","KEid","KEtitle","name","selected","shared name"
,,,,"ENSG00000171791","BCL2",,,"ENSG00000171791","false","ENSG00000171791"
,,,,"ENSG00000107643","MAPK8",,,"ENSG00000107643","false","ENSG00000107643"
,,,,"ENSG00000109471","IL2",,,"ENSG00000109471","false","ENSG00000109471"
,,,,"ENSG00000163599","CTLA4",,,"ENSG00000163599","false","ENSG00000163599"
,,,,"ENSG00000232810","TNF",,,"ENSG00000232810","false","ENSG00000232810"
,,,,"ENSG00000108691","CCL2",,,"ENSG00000108691","false","ENSG00000108691"
,,,,"ENSG00000150782","IL18",,,"ENSG00000150782","false","ENSG00000150782"
,,,,"ENSG00000136869","TLR4",,,"ENSG00000136869","false","ENSG00000136869"
,,,,"ENSG00000164400","CSF2",,,"ENSG00000164400","false","ENSG00000164400"
,,,,"ENSG00000123384","LRP1",,,"ENSG00000123384","false","ENSG00000123384"
,,,,"ENSG00000137462","TLR2",,,"ENSG00000137462","false","ENSG00000137462"
,,,,"ENSG00000113520","IL4",,,"ENSG00000113520","false","ENSG00000113520"
,,,,"ENSG00000136244","IL6",,,"ENSG00000136244","false","ENSG00000136244"
,,,,"ENSG00000086730","LAT2",,,"ENSG00000086730","false","ENSG00000086730"
,,,,"ENSG00000176697","BDNF",,,"ENSG00000176697","false","ENSG00000176697"
,,,,"ENSG00000168621","GDNF",,,"ENSG00000168621","false","ENSG00000168621"
,,,,"ENSG00000141510","TP53",,,"ENSG00000141510","false","ENSG00000141510"
,,,,"ENSG00000077782","FGFR1",,,"ENSG00000077782","false","ENSG00000077782"
,,,,"ENSG00000109320","NFKB1",,,"ENSG00000109320","false","ENSG00000109320"
