AOid_source	AOPid_target	AOid	AOtitle	AOPid	AOPtitle	index
https://identifiers.org/aop.events/1276	https://identifiers.org/aop/206	https://identifiers.org/aop.events/1276	Lung fibrosis	https://identifiers.org/aop/206	Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis	NA
https://identifiers.org/aop.events/1276	https://identifiers.org/aop/319	https://identifiers.org/aop.events/1276	Lung fibrosis	https://identifiers.org/aop/319	Binding to ACE2 leading to lung fibrosis	NA
https://identifiers.org/aop.events/1276	https://identifiers.org/aop/382	https://identifiers.org/aop.events/1276	Lung fibrosis	https://identifiers.org/aop/382	Angiotensin II type 1 receptor (AT1R) agonism leading to lung fibrosis	NA
https://identifiers.org/aop.events/1276	https://identifiers.org/aop/415	https://identifiers.org/aop.events/1276	Lung fibrosis	https://identifiers.org/aop/415	Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway	NA
https://identifiers.org/aop.events/1277	https://identifiers.org/aop/210	https://identifiers.org/aop.events/1277	Reproductive failure	https://identifiers.org/aop/210	Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building	NA
https://identifiers.org/aop.events/1277	https://identifiers.org/aop/207	https://identifiers.org/aop.events/1277	Reproductive failure	https://identifiers.org/aop/207	NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans	NA
https://identifiers.org/aop.events/1348	https://identifiers.org/aop/471	https://identifiers.org/aop.events/1348	Increase, seizure	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp	NA
https://identifiers.org/aop.events/1363	https://identifiers.org/aop/471	https://identifiers.org/aop.events/1363	Increased, epilepsy	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp	NA
https://identifiers.org/aop.events/1395	https://identifiers.org/aop/220	https://identifiers.org/aop.events/1395	Liver Cancer	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer	NA
https://identifiers.org/aop.events/1443	https://identifiers.org/aop/237	https://identifiers.org/aop.events/1443	Atherosclerosis	https://identifiers.org/aop/237	Substance interaction with lung resident cell membrane components leading to atherosclerosis	NA
https://identifiers.org/aop.events/1458	https://identifiers.org/aop/173	https://identifiers.org/aop.events/1458	Pulmonary fibrosis	https://identifiers.org/aop/173	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis	NA
https://identifiers.org/aop.events/1458	https://identifiers.org/aop/241	https://identifiers.org/aop.events/1458	Pulmonary fibrosis	https://identifiers.org/aop/241	Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis	NA
https://identifiers.org/aop.events/1458	https://identifiers.org/aop/347	https://identifiers.org/aop.events/1458	Pulmonary fibrosis	https://identifiers.org/aop/347	Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis	NA
https://identifiers.org/aop.events/1506	https://identifiers.org/aop/212	https://identifiers.org/aop.events/1506	Testicular atrophy	https://identifiers.org/aop/212	Histone deacetylase inhibition leading to testicular atrophy	NA
https://identifiers.org/aop.events/1514	https://identifiers.org/aop/260	https://identifiers.org/aop.events/1514	Neurodegeneration	https://identifiers.org/aop/260	CYP2E1 activation and formation of protein adducts leading to neurodegeneration	NA
https://identifiers.org/aop.events/1521	https://identifiers.org/aop/266	https://identifiers.org/aop.events/1521	Decrease, Growth	https://identifiers.org/aop/266	Uncoupling of oxidative phosphorylation leading to growth inhibition via decreased Na-K ATPase activity	NA
https://identifiers.org/aop.events/1521	https://identifiers.org/aop/264	https://identifiers.org/aop.events/1521	Decrease, Growth	https://identifiers.org/aop/264	Uncoupling of oxidative phosphorylation leading to growth inhibition via ATP depletion associated cell death	NA
https://identifiers.org/aop.events/1521	https://identifiers.org/aop/265	https://identifiers.org/aop.events/1521	Decrease, Growth	https://identifiers.org/aop/265	Uncoupling of oxidative phosphorylation leading to growth inhibition via increased cytosolic calcium	NA
https://identifiers.org/aop.events/1521	https://identifiers.org/aop/291	https://identifiers.org/aop.events/1521	Decrease, Growth	https://identifiers.org/aop/291	Mitochondrial ATP synthase antagonism leading to growth inhibition (2)	NA
https://identifiers.org/aop.events/1521	https://identifiers.org/aop/287	https://identifiers.org/aop.events/1521	Decrease, Growth	https://identifiers.org/aop/287	Mitochondrial complex III antagonism leading to growth inhibition (2)	NA
https://identifiers.org/aop.events/1521	https://identifiers.org/aop/268	https://identifiers.org/aop.events/1521	Decrease, Growth	https://identifiers.org/aop/268	Uncoupling of oxidative phosphorylation leading to growth inhibition via mitochondrial swelling	NA
https://identifiers.org/aop.events/1535	https://identifiers.org/aop/479	https://identifiers.org/aop.events/1535	Heart failure 	https://identifiers.org/aop/479	Mitochondrial complexes inhibition leading to heart failure via increased myocardial oxidative stress	NA
https://identifiers.org/aop.events/1548	https://identifiers.org/aop/278	https://identifiers.org/aop.events/1548	Necrotic Tissue	https://identifiers.org/aop/278	IKK complex inhibition leading to liver injury	NA
https://identifiers.org/aop.events/1548	https://identifiers.org/aop/273	https://identifiers.org/aop.events/1548	Necrotic Tissue	https://identifiers.org/aop/273	Mitochondrial complex inhibition leading to liver injury	NA
https://identifiers.org/aop.events/1549	https://identifiers.org/aop/278	https://identifiers.org/aop.events/1549	Liver Injury	https://identifiers.org/aop/278	IKK complex inhibition leading to liver injury	NA
https://identifiers.org/aop.events/1549	https://identifiers.org/aop/273	https://identifiers.org/aop.events/1549	Liver Injury	https://identifiers.org/aop/273	Mitochondrial complex inhibition leading to liver injury	NA
https://identifiers.org/aop.events/1549	https://identifiers.org/aop/285	https://identifiers.org/aop.events/1549	Liver Injury	https://identifiers.org/aop/285	Inhibition of N-linked glycosylation leads to liver injury	NA
https://identifiers.org/aop.events/1556	https://identifiers.org/aop/272	https://identifiers.org/aop.events/1556	Increase, lung cancer	https://identifiers.org/aop/272	Deposition of energy leading to lung cancer	NA
https://identifiers.org/aop.events/1559	https://identifiers.org/aop/455	https://identifiers.org/aop.events/1559	Facial cartilage structures are reduced in size and morphologically distorted	https://identifiers.org/aop/455	Aryl hydrocarbon receptor activation leading to early life stage mortality via sox9 repression induced impeded craniofacial development	NA
https://identifiers.org/aop.events/1559	https://identifiers.org/aop/274	https://identifiers.org/aop.events/1559	Facial cartilage structures are reduced in size and morphologically distorted	https://identifiers.org/aop/274	Histone deacetylase inhibition leads to impeded craniofacial development	NA
https://identifiers.org/aop.events/1561	https://identifiers.org/aop/275	https://identifiers.org/aop.events/1561	Neural tube defects	https://identifiers.org/aop/275	Histone deacetylase inhibition leads to neural tube defects	NA
https://identifiers.org/aop.events/1561	https://identifiers.org/aop/449	https://identifiers.org/aop.events/1561	Neural tube defects	https://identifiers.org/aop/449	Ceramide synthase inhibition leading to neural tube defects 	NA
https://identifiers.org/aop.events/1588	https://identifiers.org/aop/280	https://identifiers.org/aop.events/1588	Bronchiolitis obliterans	https://identifiers.org/aop/280	α-diketone-induced bronchiolitis obliterans	NA
https://identifiers.org/aop.events/1616	https://identifiers.org/aop/476	https://identifiers.org/aop.events/1616	Malformation, cryptorchidism - maldescended testis	https://identifiers.org/aop/476	Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity	NA
https://identifiers.org/aop.events/1636	https://identifiers.org/aop/296	https://identifiers.org/aop.events/1636	Increase, Chromosomal aberrations	https://identifiers.org/aop/296	Oxidative DNA damage leading to chromosomal aberrations and mutations	NA
https://identifiers.org/aop.events/1670	https://identifiers.org/aop/303	https://identifiers.org/aop.events/1670	Lung cancer	https://identifiers.org/aop/303	Frustrated phagocytosis-induced lung cancer	NA
https://identifiers.org/aop.events/1670	https://identifiers.org/aop/451	https://identifiers.org/aop.events/1670	Lung cancer	https://identifiers.org/aop/451	Interaction with lung resident cell membrane components leads to lung cancer	NA
https://identifiers.org/aop.events/1688	https://identifiers.org/aop/476	https://identifiers.org/aop.events/1688	anogenital distance (AGD), decreased	https://identifiers.org/aop/476	Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity	NA
https://identifiers.org/aop.events/1709	https://identifiers.org/aop/313	https://identifiers.org/aop.events/1709	Psoriatic skin disease	https://identifiers.org/aop/313	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease	NA
https://identifiers.org/aop.events/1719	https://identifiers.org/aop/315	https://identifiers.org/aop.events/1719	Impairment of T-cell dependent antibody response	https://identifiers.org/aop/315	Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response	NA
https://identifiers.org/aop.events/1757	https://identifiers.org/aop/322	https://identifiers.org/aop.events/1757	Reduce, Sperm count	https://identifiers.org/aop/322	Alkylation of DNA leading to reduced sperm count	NA
https://identifiers.org/aop.events/1841	https://identifiers.org/aop/374	https://identifiers.org/aop.events/1841	Encephalitis	https://identifiers.org/aop/374	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis	NA
https://identifiers.org/aop.events/1841	https://identifiers.org/aop/471	https://identifiers.org/aop.events/1841	Encephalitis	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp	NA
https://identifiers.org/aop.events/1843	https://identifiers.org/aop/377	https://identifiers.org/aop.events/1843	Multi Organ Failure involving Acute Respiratory Distress Syndrome	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)	NA
https://identifiers.org/aop.events/1846	https://identifiers.org/aop/379	https://identifiers.org/aop.events/1846	Thrombosis and Disseminated Intravascular Coagulation	https://identifiers.org/aop/379	Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation	NA
https://identifiers.org/aop.events/185	https://identifiers.org/aop/293	https://identifiers.org/aop.events/185	Increase, Mutations	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer	NA
https://identifiers.org/aop.events/185	https://identifiers.org/aop/296	https://identifiers.org/aop.events/185	Increase, Mutations	https://identifiers.org/aop/296	Oxidative DNA damage leading to chromosomal aberrations and mutations	NA
https://identifiers.org/aop.events/185	https://identifiers.org/aop/294	https://identifiers.org/aop.events/185	Increase, Mutations	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer	NA
https://identifiers.org/aop.events/185	https://identifiers.org/aop/397	https://identifiers.org/aop.events/185	Increase, Mutations	https://identifiers.org/aop/397	Bulky DNA adducts leading to mutations	NA
https://identifiers.org/aop.events/1863	https://identifiers.org/aop/476	https://identifiers.org/aop.events/1863	Decrease, Reproduction	https://identifiers.org/aop/476	Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity	NA
https://identifiers.org/aop.events/1868	https://identifiers.org/aop/392	https://identifiers.org/aop.events/1868	Hyperinflammation	https://identifiers.org/aop/392	Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation	NA
https://identifiers.org/aop.events/1868	https://identifiers.org/aop/468	https://identifiers.org/aop.events/1868	Hyperinflammation	https://identifiers.org/aop/468	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death)	NA
https://identifiers.org/aop.events/1893	https://identifiers.org/aop/151	https://identifiers.org/aop.events/1893	increase, Preeclampsia	https://identifiers.org/aop/151	AhR activation leading to preeclampsia	NA
https://identifiers.org/aop.events/1916	https://identifiers.org/aop/412	https://identifiers.org/aop.events/1916	Thromboinflammation, Increased 	https://identifiers.org/aop/412	Endothelial cell dysfunction leading to thromboinflammation	NA
https://identifiers.org/aop.events/1941	https://identifiers.org/aop/429	https://identifiers.org/aop.events/1941	Memory Loss	https://identifiers.org/aop/429	A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants	NA
https://identifiers.org/aop.events/1955	https://identifiers.org/aop/432	https://identifiers.org/aop.events/1955	Acute Myeloid Leukemia	https://identifiers.org/aop/432	Deposition of Energy by Ionizing Radiation leading to Acute Myeloid Leukemia	NA
https://identifiers.org/aop.events/1970	https://identifiers.org/aop/436	https://identifiers.org/aop.events/1970	transposition of the great arteries	https://identifiers.org/aop/436	Inhibition of RALDH2 causes reduced all-trans retinoic acid levels, leading to transposition of the great arteries	NA
https://identifiers.org/aop.events/1982	https://identifiers.org/aop/443	https://identifiers.org/aop.events/1982	metastatic breast cancer	https://identifiers.org/aop/443	 DNA damage and mutations leading to Metastatic Breast Cancer	NA
https://identifiers.org/aop.events/2008	https://identifiers.org/aop/452	https://identifiers.org/aop.events/2008	Chronic obstructive pulmonary disease	https://identifiers.org/aop/452	Adverse outcome pathway of PM-induced respiratory toxicity	NA
https://identifiers.org/aop.events/2042	https://identifiers.org/aop/491	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop/491	Decrease, GLI1/2 target gene expression leads to orofacial clefting 	NA
https://identifiers.org/aop.events/2042	https://identifiers.org/aop/460	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop/460	Antagonism of Smoothened receptor leading to orofacial clefting	NA
https://identifiers.org/aop.events/2042	https://identifiers.org/aop/502	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop/502	Decrease, cholesterol synthesis leads to orofacial clefting	NA
https://identifiers.org/aop.events/2069	https://identifiers.org/aop/470	https://identifiers.org/aop.events/2069	Occurrence, Vascular Remodeling 	https://identifiers.org/aop/470	Deposition of energy leads to vascular remodeling	NA
https://identifiers.org/aop.events/2083	https://identifiers.org/aop/478	https://identifiers.org/aop.events/2083	Occurrence of Cataracts	https://identifiers.org/aop/478	Deposition of energy leading to occurrence of cataracts	NA
https://identifiers.org/aop.events/2091	https://identifiers.org/aop/482	https://identifiers.org/aop.events/2091	Occurrence, Bone Loss	https://identifiers.org/aop/482	Deposition of energy leading to occurrence of bone loss	NA
https://identifiers.org/aop.events/2119	https://identifiers.org/aop/457	https://identifiers.org/aop.events/2119	Insulin resistance, increased	https://identifiers.org/aop/457	Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine	NA
https://identifiers.org/aop.events/2121	https://identifiers.org/aop/490	https://identifiers.org/aop.events/2121	decreased, Intellectual Quotient	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms	NA
https://identifiers.org/aop.events/2122	https://identifiers.org/aop/490	https://identifiers.org/aop.events/2122	increased, Economic Burden	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms	NA
https://identifiers.org/aop.events/2135	https://identifiers.org/aop/495	https://identifiers.org/aop.events/2135	Prostate cancer	https://identifiers.org/aop/495	Androgen receptor activation leading to prostate cancer	NA
https://identifiers.org/aop.events/2194	https://identifiers.org/aop/506	https://identifiers.org/aop.events/2194	Influenza A Virus (IAV) shedding and transmission	https://identifiers.org/aop/506	Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation	NA
https://identifiers.org/aop.events/313	https://identifiers.org/aop/39	https://identifiers.org/aop.events/313	Increase, Allergic Respiratory Hypersensitivity Response	https://identifiers.org/aop/39	Covalent Binding, Protein, leading to Increase, Allergic Respiratory Hypersensitivity Response	NA
https://identifiers.org/aop.events/319	https://identifiers.org/aop/8	https://identifiers.org/aop.events/319	Loss, Cochlear function	https://identifiers.org/aop/8	Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	NA
https://identifiers.org/aop.events/323	https://identifiers.org/aop/14	https://identifiers.org/aop.events/323	Increased, Disease susceptibility	https://identifiers.org/aop/14	Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility	NA
https://identifiers.org/aop.events/336	https://identifiers.org/aop/15	https://identifiers.org/aop.events/336	Increase, Heritable mutations in offspring	https://identifiers.org/aop/15	Alkylation of DNA in male pre-meiotic germ cells leading to heritable mutations	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/12	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/12	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/500	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/500	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/13	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/490	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/48	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/48	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/483	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/483	Deposition of Energy Leading to Learning and Memory Impairment	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/17	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory	NA
https://identifiers.org/aop.events/341	https://identifiers.org/aop/54	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/54	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment 	NA
https://identifiers.org/aop.events/344	https://identifiers.org/aop/144	https://identifiers.org/aop.events/344	N/A, Liver fibrosis	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis	NA
https://identifiers.org/aop.events/344	https://identifiers.org/aop/38	https://identifiers.org/aop.events/344	N/A, Liver fibrosis	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis	NA
https://identifiers.org/aop.events/344	https://identifiers.org/aop/494	https://identifiers.org/aop.events/344	N/A, Liver fibrosis	https://identifiers.org/aop/494	AhR activation leading to liver fibrosis 	NA
https://identifiers.org/aop.events/345	https://identifiers.org/aop/34	https://identifiers.org/aop.events/345	N/A, Liver Steatosis	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis	NA
https://identifiers.org/aop.events/350	https://identifiers.org/aop/471	https://identifiers.org/aop.events/350	Increase, Mortality	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp	NA
https://identifiers.org/aop.events/350	https://identifiers.org/aop/479	https://identifiers.org/aop.events/350	Increase, Mortality	https://identifiers.org/aop/479	Mitochondrial complexes inhibition leading to heart failure via increased myocardial oxidative stress	NA
https://identifiers.org/aop.events/351	https://identifiers.org/aop/377	https://identifiers.org/aop.events/351	Increased Mortality	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)	NA
https://identifiers.org/aop.events/351	https://identifiers.org/aop/320	https://identifiers.org/aop.events/351	Increased Mortality	https://identifiers.org/aop/320	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality	NA
https://identifiers.org/aop.events/351	https://identifiers.org/aop/410	https://identifiers.org/aop.events/351	Increased Mortality	https://identifiers.org/aop/410	GSK3beta inactivation leading to increased mortality via defects in developing inner ear	NA
https://identifiers.org/aop.events/352	https://identifiers.org/aop/12	https://identifiers.org/aop.events/352	N/A, Neurodegeneration	https://identifiers.org/aop/12	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging	NA
https://identifiers.org/aop.events/352	https://identifiers.org/aop/281	https://identifiers.org/aop.events/352	N/A, Neurodegeneration	https://identifiers.org/aop/281	Acetylcholinesterase Inhibition Leading to Neurodegeneration	NA
https://identifiers.org/aop.events/357	https://identifiers.org/aop/27	https://identifiers.org/aop.events/357	Cholestasis, Pathology	https://identifiers.org/aop/27	Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11)	NA
https://identifiers.org/aop.events/360	https://identifiers.org/aop/310	https://identifiers.org/aop.events/360	Decrease, Population growth rate	https://identifiers.org/aop/310	Embryonic Activation of the AHR leading to Reproductive failure, via epigenetic down-regulation of GnRHR	NA
https://identifiers.org/aop.events/360	https://identifiers.org/aop/410	https://identifiers.org/aop.events/360	Decrease, Population growth rate	https://identifiers.org/aop/410	GSK3beta inactivation leading to increased mortality via defects in developing inner ear	NA
https://identifiers.org/aop.events/402	https://identifiers.org/aop/152	https://identifiers.org/aop.events/402	Cognitive Function, Decreased 	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity 	NA
https://identifiers.org/aop.events/402	https://identifiers.org/aop/458	https://identifiers.org/aop.events/402	Cognitive Function, Decreased 	https://identifiers.org/aop/458	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals	NA
https://identifiers.org/aop.events/406	https://identifiers.org/aop/398	https://identifiers.org/aop.events/406	impaired, Fertility	https://identifiers.org/aop/398	Inhibition of ALDH1A (RALDH) leading to impaired fertility via disrupted meiotic initiation of fetal oogonia of the ovary	NA
https://identifiers.org/aop.events/459	https://identifiers.org/aop/518	https://identifiers.org/aop.events/459	Increased, Liver Steatosis	https://identifiers.org/aop/518	Liver X Receptor (LXR) activation leads to liver steatosis	NA
https://identifiers.org/aop.events/459	https://identifiers.org/aop/58	https://identifiers.org/aop.events/459	Increased, Liver Steatosis	https://identifiers.org/aop/58	NR1I3 (CAR) suppression leading to hepatic steatosis	NA
https://identifiers.org/aop.events/520	https://identifiers.org/aop/476	https://identifiers.org/aop.events/520	Decreased sperm quantity or quality in the adult, Decreased fertility 	https://identifiers.org/aop/476	Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity	NA
https://identifiers.org/aop.events/637	https://identifiers.org/aop/471	https://identifiers.org/aop.events/637	impaired, Learning and memory	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp	NA
https://identifiers.org/aop.events/719	https://identifiers.org/aop/107	https://identifiers.org/aop.events/719	Increase, hepatocellular adenomas and carcinomas	https://identifiers.org/aop/107	Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat	NA
https://identifiers.org/aop.events/719	https://identifiers.org/aop/108	https://identifiers.org/aop.events/719	Increase, hepatocellular adenomas and carcinomas	https://identifiers.org/aop/108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)	NA
https://identifiers.org/aop.events/741	https://identifiers.org/aop/162	https://identifiers.org/aop.events/741	Increase, Adenomas/carcinomas (follicular cell)	https://identifiers.org/aop/162	Enhanced hepatic clearance of thyroid hormones leading to thyroid follicular cell adenomas and carcinomas in the rat and mouse	NA
https://identifiers.org/aop.events/759	https://identifiers.org/aop/447	https://identifiers.org/aop.events/759	Increased, Kidney Failure	https://identifiers.org/aop/447	Kidney failure induced by inhibition of mitochondrial electron transfer chain through apoptosis, inflammation and oxidative stress pathways	NA
