"AOid","AOPid","AOPtitle","AOtitle","Ensembl","HGNC","index","KEid","KEtitle","name","selected","shared name"
,,,,,,"154140","https://identifiers.org/aop.events/960","Increased, Uptake of thyroxine into tissue","https://identifiers.org/aop.events/960","false","https://identifiers.org/aop.events/960"
,,,,,,"154143","https://identifiers.org/aop.events/981","Reduction, NFAT/AP-1 complex formation","https://identifiers.org/aop.events/981","false","https://identifiers.org/aop.events/981"
,,,,,,"154146","https://identifiers.org/aop.events/984","Impairment, T-cell dependent antibody response","https://identifiers.org/aop.events/984","false","https://identifiers.org/aop.events/984"
,,,,,,"154149","https://identifiers.org/aop.events/1202","Suppression, IL-2 and IL-4 production","https://identifiers.org/aop.events/1202","false","https://identifiers.org/aop.events/1202"
,,,,,,"154152","https://identifiers.org/aop.events/1488","Glutamate dyshomeostasis","https://identifiers.org/aop.events/1488","false","https://identifiers.org/aop.events/1488"
,,,,,,"154155","https://identifiers.org/aop.events/1492","Tissue resident cell activation","https://identifiers.org/aop.events/1492","false","https://identifiers.org/aop.events/1492"
,,,,,,"154158","https://identifiers.org/aop.events/1496","Increased, secretion of proinflammatory mediators","https://identifiers.org/aop.events/1496","false","https://identifiers.org/aop.events/1496"
,,,,,,"154161","https://identifiers.org/aop.events/1499","Increased, activation of T (T) helper (h) type 2 cells","https://identifiers.org/aop.events/1499","false","https://identifiers.org/aop.events/1499"
,,,,,,"154164","https://identifiers.org/aop.events/1193","N/A, Breast Cancer","https://identifiers.org/aop.events/1193","false","https://identifiers.org/aop.events/1193"
,,,,,,"154167","https://identifiers.org/aop.events/1262","Apoptosis","https://identifiers.org/aop.events/1262","false","https://identifiers.org/aop.events/1262"
,,,,,,"154170","https://identifiers.org/aop.events/1457","Induction, Epithelial Mesenchymal Transition","https://identifiers.org/aop.events/1457","false","https://identifiers.org/aop.events/1457"
,,,,,,"154173","https://identifiers.org/aop.events/1515","Spermatocyte depletion","https://identifiers.org/aop.events/1515","false","https://identifiers.org/aop.events/1515"
,,,,,,"154176","https://identifiers.org/aop.events/1502","Histone deacetylase inhibition","https://identifiers.org/aop.events/1502","false","https://identifiers.org/aop.events/1502"
,,,,,,"154179","https://identifiers.org/aop.events/1394","Induction, persistent proliferation/sustained proliferation","https://identifiers.org/aop.events/1394","false","https://identifiers.org/aop.events/1394"
,,,,,,"154182","https://identifiers.org/aop.events/1439","Systemic acute phase response","https://identifiers.org/aop.events/1439","false","https://identifiers.org/aop.events/1439"
,,,,,,"154185","https://identifiers.org/aop.events/1438","Transcription of genes encoding acute phase proteins, Increased","https://identifiers.org/aop.events/1438","false","https://identifiers.org/aop.events/1438"
,,,,,,"154188","https://identifiers.org/aop.events/1513","General Apoptosis","https://identifiers.org/aop.events/1513","false","https://identifiers.org/aop.events/1513"
,,,,,,"154191","https://identifiers.org/aop.events/87","Release, Cytokine","https://identifiers.org/aop.events/87","false","https://identifiers.org/aop.events/87"
,,,,,,"154194","https://identifiers.org/aop.events/1700","Impaired IL-1R1 signaling in T cell","https://identifiers.org/aop.events/1700","false","https://identifiers.org/aop.events/1700"
,,,,,,"154197","https://identifiers.org/aop.events/1825","Increase, Cell death","https://identifiers.org/aop.events/1825","false","https://identifiers.org/aop.events/1825"
,,,,,,"154200","https://identifiers.org/aop.events/1822","Maturation of TNF/iNOS-Producing Dendritic Cells","https://identifiers.org/aop.events/1822","false","https://identifiers.org/aop.events/1822"
,,,,,,"154203","https://identifiers.org/aop.events/1719","Impairment of T-cell dependent antibody response","https://identifiers.org/aop.events/1719","false","https://identifiers.org/aop.events/1719"
,,,,,,"154206","https://identifiers.org/aop.events/1718","Suppression of IL-4 production","https://identifiers.org/aop.events/1718","false","https://identifiers.org/aop.events/1718"
,,,,,,"154209","https://identifiers.org/aop.events/1854","Dysregulation, ACE2 expression and activity","https://identifiers.org/aop.events/1854","false","https://identifiers.org/aop.events/1854"
,,,,,,"154212","https://identifiers.org/aop.events/1848","Toll Like Receptor (TLR) Dysregulation","https://identifiers.org/aop.events/1848","false","https://identifiers.org/aop.events/1848"
,,,,,,"154215","https://identifiers.org/aop.events/167","Activation, LXR","https://identifiers.org/aop.events/167","false","https://identifiers.org/aop.events/167"
,,,,,,"154218","https://identifiers.org/aop.events/89","Synthesis, De Novo FA","https://identifiers.org/aop.events/89","false","https://identifiers.org/aop.events/89"
,,,,,,"154221","https://identifiers.org/aop.events/264","Activation, SREBP-1c","https://identifiers.org/aop.events/264","false","https://identifiers.org/aop.events/264"
,,,,,,"154224","https://identifiers.org/aop.events/1845","Coagulation","https://identifiers.org/aop.events/1845","false","https://identifiers.org/aop.events/1845"
,,,,,,"154227","https://identifiers.org/aop.events/398","Activation, Dendritic Cells","https://identifiers.org/aop.events/398","false","https://identifiers.org/aop.events/398"
,,,,,,"154230","https://identifiers.org/aop.events/1881","Decreased, all-trans retinoic acid (atRA) concentration","https://identifiers.org/aop.events/1881","false","https://identifiers.org/aop.events/1881"
,,,,,,"154233","https://identifiers.org/aop.events/854","Alterations, Cellular proliferation / hyperplasia","https://identifiers.org/aop.events/854","false","https://identifiers.org/aop.events/854"
,,,,,,"154236","https://identifiers.org/aop.events/1908","Cilia Beat Frequency, Decreased","https://identifiers.org/aop.events/1908","false","https://identifiers.org/aop.events/1908"
,,,,,,"154239","https://identifiers.org/aop.events/1980","Increased microRNA expression","https://identifiers.org/aop.events/1980","false","https://identifiers.org/aop.events/1980"
,,,,,,"154242","https://identifiers.org/aop.events/1982","metastatic breast cancer","https://identifiers.org/aop.events/1982","false","https://identifiers.org/aop.events/1982"
,,,,,,"154245","https://identifiers.org/aop.events/1981","Decreased SIRT1 expression","https://identifiers.org/aop.events/1981","false","https://identifiers.org/aop.events/1981"
,,,,,,"154248","https://identifiers.org/aop.events/2118","Succinate dehydrogenase, inhibited","https://identifiers.org/aop.events/2118","false","https://identifiers.org/aop.events/2118"
,,,,,,"154251","https://identifiers.org/aop.events/2040","Decrease, GLI1/2 target gene expression","https://identifiers.org/aop.events/2040","false","https://identifiers.org/aop.events/2040"
,,,,,,"154254","https://identifiers.org/aop.events/2043","Decrease, Sonic Hedgehog second messenger production","https://identifiers.org/aop.events/2043","false","https://identifiers.org/aop.events/2043"
,,,,,,"154257","https://identifiers.org/aop.events/2180","Immune mechanisms antagonized by viral proteins","https://identifiers.org/aop.events/2180","false","https://identifiers.org/aop.events/2180"
,,,,,,"154260","https://identifiers.org/aop.events/851","Decrease of GABAergic interneurons","https://identifiers.org/aop.events/851","false","https://identifiers.org/aop.events/851"
"https://identifiers.org/aop.events/1016",,,"Inhibition, Feeding",,,"154263",,,"https://identifiers.org/aop.events/1016","false","https://identifiers.org/aop.events/1016"
,"https://identifiers.org/aop/471","Various neuronal effects induced by elavl3, sox10, and mbp",,,,"154266",,,"https://identifiers.org/aop/471","false","https://identifiers.org/aop/471"
"https://identifiers.org/aop.events/1090",,,"Increased, mesotheliomas",,,"154269",,,"https://identifiers.org/aop.events/1090","false","https://identifiers.org/aop.events/1090"
,"https://identifiers.org/aop/409","Frustrated phagocytosis leads to malignant mesothelioma",,,,"154272",,,"https://identifiers.org/aop/409","false","https://identifiers.org/aop/409"
"https://identifiers.org/aop.events/1101",,,"Altered, Amphibian metamorphosis",,,"154275",,,"https://identifiers.org/aop.events/1101","false","https://identifiers.org/aop.events/1101"
,"https://identifiers.org/aop/194","Hepatic nuclear receptor activation leading to altered amphibian metamorphosis",,,,"154278",,,"https://identifiers.org/aop/194","false","https://identifiers.org/aop/194"
,"https://identifiers.org/aop/366","Competitive binding to thyroid hormone carrier protein transthyretin (TTR) leading to altered amphibian metamorphosis",,,,"154281",,,"https://identifiers.org/aop/366","false","https://identifiers.org/aop/366"
,"https://identifiers.org/aop/367","Competitive binding to thyroid hormone carrier protein thyroid binding globulin (TBG) leading to altered amphibian metamorphosis",,,,"154284",,,"https://identifiers.org/aop/367","false","https://identifiers.org/aop/367"
"https://identifiers.org/aop.events/1192",,,"Increased, Ductal Hyperplasia",,,"154287",,,"https://identifiers.org/aop.events/1192","false","https://identifiers.org/aop.events/1192"
,"https://identifiers.org/aop/293","Increased DNA damage leading to increased risk of breast cancer",,,,"154290",,,"https://identifiers.org/aop/293","false","https://identifiers.org/aop/293"
,"https://identifiers.org/aop/294","Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer",,,,"154293",,,"https://identifiers.org/aop/294","false","https://identifiers.org/aop/294"
"https://identifiers.org/aop.events/1193",,,"N/A, Breast Cancer",,,"154296",,,"https://identifiers.org/aop.events/1193","false","https://identifiers.org/aop.events/1193"
,"https://identifiers.org/aop/439","Activation of the AhR leading to breast cancer",,,,"154299",,,"https://identifiers.org/aop/439","false","https://identifiers.org/aop/439"
,"https://identifiers.org/aop/200","Estrogen receptor activation leading to breast cancer",,,,"154302",,,"https://identifiers.org/aop/200","false","https://identifiers.org/aop/200"
"https://identifiers.org/aop.events/1194",,,"Increase, DNA damage",,,"154305",,,"https://identifiers.org/aop.events/1194","false","https://identifiers.org/aop.events/1194"
"https://identifiers.org/aop.events/1250",,,"Decrease, Lung function",,,"154308",,,"https://identifiers.org/aop.events/1250","false","https://identifiers.org/aop.events/1250"
,"https://identifiers.org/aop/424","Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction",,,,"154311",,,"https://identifiers.org/aop/424","false","https://identifiers.org/aop/424"
,"https://identifiers.org/aop/419","Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway",,,,"154314",,,"https://identifiers.org/aop/419","false","https://identifiers.org/aop/419"
,"https://identifiers.org/aop/148","EGFR Activation Leading to Decreased Lung Function",,,,"154317",,,"https://identifiers.org/aop/148","false","https://identifiers.org/aop/148"
,"https://identifiers.org/aop/411","Oxidative stress Leading to Decreased Lung Function",,,,"154320",,,"https://identifiers.org/aop/411","false","https://identifiers.org/aop/411"
,"https://identifiers.org/aop/425","Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1",,,,"154323",,,"https://identifiers.org/aop/425","false","https://identifiers.org/aop/425"
"https://identifiers.org/aop.events/1262",,,"Apoptosis",,,"154326",,,"https://identifiers.org/aop.events/1262","false","https://identifiers.org/aop.events/1262"
,"https://identifiers.org/aop/205","AOP from chemical insult to cell death",,,,"154329",,,"https://identifiers.org/aop/205","false","https://identifiers.org/aop/205"
"https://identifiers.org/aop.events/1263",,,"Necrosis",,,"154332",,,"https://identifiers.org/aop.events/1263","false","https://identifiers.org/aop.events/1263"
"https://identifiers.org/aop.events/1276",,,"Lung fibrosis",,,"154335",,,"https://identifiers.org/aop.events/1276","false","https://identifiers.org/aop.events/1276"
,"https://identifiers.org/aop/206","Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis",,,,"154338",,,"https://identifiers.org/aop/206","false","https://identifiers.org/aop/206"
,"https://identifiers.org/aop/319","Binding to ACE2 leading to lung fibrosis",,,,"154341",,,"https://identifiers.org/aop/319","false","https://identifiers.org/aop/319"
,"https://identifiers.org/aop/382","Angiotensin II type 1 receptor (AT1R) agonism leading to lung fibrosis",,,,"154344",,,"https://identifiers.org/aop/382","false","https://identifiers.org/aop/382"
,"https://identifiers.org/aop/415","Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway",,,,"154347",,,"https://identifiers.org/aop/415","false","https://identifiers.org/aop/415"
"https://identifiers.org/aop.events/1277",,,"Reproductive failure",,,"154350",,,"https://identifiers.org/aop.events/1277","false","https://identifiers.org/aop.events/1277"
,"https://identifiers.org/aop/210","Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building",,,,"154353",,,"https://identifiers.org/aop/210","false","https://identifiers.org/aop/210"
,"https://identifiers.org/aop/207","NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans",,,,"154356",,,"https://identifiers.org/aop/207","false","https://identifiers.org/aop/207"
"https://identifiers.org/aop.events/1348",,,"Increase, seizure",,,"154359",,,"https://identifiers.org/aop.events/1348","false","https://identifiers.org/aop.events/1348"
"https://identifiers.org/aop.events/1363",,,"Increased, epilepsy",,,"154362",,,"https://identifiers.org/aop.events/1363","false","https://identifiers.org/aop.events/1363"
"https://identifiers.org/aop.events/1395",,,"Liver Cancer",,,"154365",,,"https://identifiers.org/aop.events/1395","false","https://identifiers.org/aop.events/1395"
,"https://identifiers.org/aop/220","Cyp2E1 Activation Leading to Liver Cancer",,,,"154368",,,"https://identifiers.org/aop/220","false","https://identifiers.org/aop/220"
"https://identifiers.org/aop.events/1443",,,"Atherosclerosis",,,"154371",,,"https://identifiers.org/aop.events/1443","false","https://identifiers.org/aop.events/1443"
,"https://identifiers.org/aop/237","Substance interaction with lung resident cell membrane components leading to atherosclerosis",,,,"154374",,,"https://identifiers.org/aop/237","false","https://identifiers.org/aop/237"
"https://identifiers.org/aop.events/1458",,,"Pulmonary fibrosis",,,"154377",,,"https://identifiers.org/aop.events/1458","false","https://identifiers.org/aop.events/1458"
,"https://identifiers.org/aop/173","Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis",,,,"154380",,,"https://identifiers.org/aop/173","false","https://identifiers.org/aop/173"
,"https://identifiers.org/aop/241","Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis",,,,"154383",,,"https://identifiers.org/aop/241","false","https://identifiers.org/aop/241"
,"https://identifiers.org/aop/347","Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis",,,,"154386",,,"https://identifiers.org/aop/347","false","https://identifiers.org/aop/347"
"https://identifiers.org/aop.events/1506",,,"Testicular atrophy",,,"154389",,,"https://identifiers.org/aop.events/1506","false","https://identifiers.org/aop.events/1506"
,"https://identifiers.org/aop/212","Histone deacetylase inhibition leading to testicular atrophy",,,,"154392",,,"https://identifiers.org/aop/212","false","https://identifiers.org/aop/212"
"https://identifiers.org/aop.events/1514",,,"Neurodegeneration",,,"154395",,,"https://identifiers.org/aop.events/1514","false","https://identifiers.org/aop.events/1514"
,"https://identifiers.org/aop/260","CYP2E1 activation and formation of protein adducts leading to neurodegeneration",,,,"154398",,,"https://identifiers.org/aop/260","false","https://identifiers.org/aop/260"
"https://identifiers.org/aop.events/1521",,,"Decrease, Growth",,,"154401",,,"https://identifiers.org/aop.events/1521","false","https://identifiers.org/aop.events/1521"
,"https://identifiers.org/aop/266","Uncoupling of oxidative phosphorylation leading to growth inhibition via decreased Na-K ATPase activity",,,,"154404",,,"https://identifiers.org/aop/266","false","https://identifiers.org/aop/266"
,"https://identifiers.org/aop/264","Uncoupling of oxidative phosphorylation leading to growth inhibition via ATP depletion associated cell death",,,,"154407",,,"https://identifiers.org/aop/264","false","https://identifiers.org/aop/264"
,"https://identifiers.org/aop/265","Uncoupling of oxidative phosphorylation leading to growth inhibition via increased cytosolic calcium",,,,"154410",,,"https://identifiers.org/aop/265","false","https://identifiers.org/aop/265"
,"https://identifiers.org/aop/291","Mitochondrial ATP synthase antagonism leading to growth inhibition (2)",,,,"154413",,,"https://identifiers.org/aop/291","false","https://identifiers.org/aop/291"
,"https://identifiers.org/aop/287","Mitochondrial complex III antagonism leading to growth inhibition (2)",,,,"154416",,,"https://identifiers.org/aop/287","false","https://identifiers.org/aop/287"
,"https://identifiers.org/aop/268","Uncoupling of oxidative phosphorylation leading to growth inhibition via mitochondrial swelling",,,,"154419",,,"https://identifiers.org/aop/268","false","https://identifiers.org/aop/268"
"https://identifiers.org/aop.events/1535",,,"Heart failure",,,"154422",,,"https://identifiers.org/aop.events/1535","false","https://identifiers.org/aop.events/1535"
,"https://identifiers.org/aop/479","Mitochondrial complexes inhibition leading to heart failure via increased myocardial oxidative stress",,,,"154425",,,"https://identifiers.org/aop/479","false","https://identifiers.org/aop/479"
"https://identifiers.org/aop.events/1548",,,"Necrotic Tissue",,,"154428",,,"https://identifiers.org/aop.events/1548","false","https://identifiers.org/aop.events/1548"
,"https://identifiers.org/aop/278","IKK complex inhibition leading to liver injury",,,,"154431",,,"https://identifiers.org/aop/278","false","https://identifiers.org/aop/278"
,"https://identifiers.org/aop/273","Mitochondrial complex inhibition leading to liver injury",,,,"154434",,,"https://identifiers.org/aop/273","false","https://identifiers.org/aop/273"
"https://identifiers.org/aop.events/1549",,,"Liver Injury",,,"154437",,,"https://identifiers.org/aop.events/1549","false","https://identifiers.org/aop.events/1549"
,"https://identifiers.org/aop/285","Inhibition of N-linked glycosylation leads to liver injury",,,,"154440",,,"https://identifiers.org/aop/285","false","https://identifiers.org/aop/285"
"https://identifiers.org/aop.events/1556",,,"Increase, lung cancer",,,"154443",,,"https://identifiers.org/aop.events/1556","false","https://identifiers.org/aop.events/1556"
,"https://identifiers.org/aop/272","Deposition of energy leading to lung cancer",,,,"154446",,,"https://identifiers.org/aop/272","false","https://identifiers.org/aop/272"
"https://identifiers.org/aop.events/1559",,,"Facial cartilage structures are reduced in size and morphologically distorted",,,"154449",,,"https://identifiers.org/aop.events/1559","false","https://identifiers.org/aop.events/1559"
,"https://identifiers.org/aop/455","Aryl hydrocarbon receptor activation leading to early life stage mortality via sox9 repression induced impeded craniofacial development",,,,"154452",,,"https://identifiers.org/aop/455","false","https://identifiers.org/aop/455"
,"https://identifiers.org/aop/274","Histone deacetylase inhibition leads to impeded craniofacial development",,,,"154455",,,"https://identifiers.org/aop/274","false","https://identifiers.org/aop/274"
"https://identifiers.org/aop.events/1561",,,"Neural tube defects",,,"154458",,,"https://identifiers.org/aop.events/1561","false","https://identifiers.org/aop.events/1561"
,"https://identifiers.org/aop/275","Histone deacetylase inhibition leads to neural tube defects",,,,"154461",,,"https://identifiers.org/aop/275","false","https://identifiers.org/aop/275"
,"https://identifiers.org/aop/449","Ceramide synthase inhibition leading to neural tube defects",,,,"154464",,,"https://identifiers.org/aop/449","false","https://identifiers.org/aop/449"
"https://identifiers.org/aop.events/1588",,,"Bronchiolitis obliterans",,,"154467",,,"https://identifiers.org/aop.events/1588","false","https://identifiers.org/aop.events/1588"
,"https://identifiers.org/aop/280","α-diketone-induced bronchiolitis obliterans",,,,"154470",,,"https://identifiers.org/aop/280","false","https://identifiers.org/aop/280"
"https://identifiers.org/aop.events/1616",,,"Malformation, cryptorchidism - maldescended testis",,,"154473",,,"https://identifiers.org/aop.events/1616","false","https://identifiers.org/aop.events/1616"
,"https://identifiers.org/aop/476","Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity",,,,"154476",,,"https://identifiers.org/aop/476","false","https://identifiers.org/aop/476"
"https://identifiers.org/aop.events/1636",,,"Increase, Chromosomal aberrations",,,"154479",,,"https://identifiers.org/aop.events/1636","false","https://identifiers.org/aop.events/1636"
,"https://identifiers.org/aop/296","Oxidative DNA damage leading to chromosomal aberrations and mutations",,,,"154482",,,"https://identifiers.org/aop/296","false","https://identifiers.org/aop/296"
"https://identifiers.org/aop.events/1670",,,"Lung cancer",,,"154485",,,"https://identifiers.org/aop.events/1670","false","https://identifiers.org/aop.events/1670"
,"https://identifiers.org/aop/303","Frustrated phagocytosis-induced lung cancer",,,,"154488",,,"https://identifiers.org/aop/303","false","https://identifiers.org/aop/303"
,"https://identifiers.org/aop/451","Interaction with lung resident cell membrane components leads to lung cancer",,,,"154491",,,"https://identifiers.org/aop/451","false","https://identifiers.org/aop/451"
"https://identifiers.org/aop.events/1688",,,"anogenital distance (AGD), decreased",,,"154494",,,"https://identifiers.org/aop.events/1688","false","https://identifiers.org/aop.events/1688"
"https://identifiers.org/aop.events/1709",,,"Psoriatic skin disease",,,"154497",,,"https://identifiers.org/aop.events/1709","false","https://identifiers.org/aop.events/1709"
,"https://identifiers.org/aop/313","Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease",,,,"154500",,,"https://identifiers.org/aop/313","false","https://identifiers.org/aop/313"
"https://identifiers.org/aop.events/1719",,,"Impairment of T-cell dependent antibody response",,,"154503",,,"https://identifiers.org/aop.events/1719","false","https://identifiers.org/aop.events/1719"
,"https://identifiers.org/aop/315","Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response",,,,"154506",,,"https://identifiers.org/aop/315","false","https://identifiers.org/aop/315"
"https://identifiers.org/aop.events/1757",,,"Reduce, Sperm count",,,"154509",,,"https://identifiers.org/aop.events/1757","false","https://identifiers.org/aop.events/1757"
,"https://identifiers.org/aop/322","Alkylation of DNA leading to reduced sperm count",,,,"154512",,,"https://identifiers.org/aop/322","false","https://identifiers.org/aop/322"
"https://identifiers.org/aop.events/1841",,,"Encephalitis",,,"154515",,,"https://identifiers.org/aop.events/1841","false","https://identifiers.org/aop.events/1841"
,"https://identifiers.org/aop/374","Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis",,,,"154518",,,"https://identifiers.org/aop/374","false","https://identifiers.org/aop/374"
"https://identifiers.org/aop.events/1843",,,"Multi Organ Failure involving Acute Respiratory Distress Syndrome",,,"154521",,,"https://identifiers.org/aop.events/1843","false","https://identifiers.org/aop.events/1843"
,"https://identifiers.org/aop/377","Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)",,,,"154524",,,"https://identifiers.org/aop/377","false","https://identifiers.org/aop/377"
"https://identifiers.org/aop.events/1846",,,"Thrombosis and Disseminated Intravascular Coagulation",,,"154527",,,"https://identifiers.org/aop.events/1846","false","https://identifiers.org/aop.events/1846"
,"https://identifiers.org/aop/379","Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation",,,,"154530",,,"https://identifiers.org/aop/379","false","https://identifiers.org/aop/379"
"https://identifiers.org/aop.events/185",,,"Increase, Mutations",,,"154533",,,"https://identifiers.org/aop.events/185","false","https://identifiers.org/aop.events/185"
,"https://identifiers.org/aop/397","Bulky DNA adducts leading to mutations",,,,"154536",,,"https://identifiers.org/aop/397","false","https://identifiers.org/aop/397"
"https://identifiers.org/aop.events/1863",,,"Decrease, Reproduction",,,"154539",,,"https://identifiers.org/aop.events/1863","false","https://identifiers.org/aop.events/1863"
"https://identifiers.org/aop.events/1868",,,"Hyperinflammation",,,"154542",,,"https://identifiers.org/aop.events/1868","false","https://identifiers.org/aop.events/1868"
,"https://identifiers.org/aop/392","Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation",,,,"154545",,,"https://identifiers.org/aop/392","false","https://identifiers.org/aop/392"
,"https://identifiers.org/aop/468","Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death)",,,,"154548",,,"https://identifiers.org/aop/468","false","https://identifiers.org/aop/468"
"https://identifiers.org/aop.events/1893",,,"increase, Preeclampsia",,,"154551",,,"https://identifiers.org/aop.events/1893","false","https://identifiers.org/aop.events/1893"
,"https://identifiers.org/aop/151","AhR activation leading to preeclampsia",,,,"154554",,,"https://identifiers.org/aop/151","false","https://identifiers.org/aop/151"
"https://identifiers.org/aop.events/1916",,,"Thromboinflammation, Increased",,,"154557",,,"https://identifiers.org/aop.events/1916","false","https://identifiers.org/aop.events/1916"
,"https://identifiers.org/aop/412","Endothelial cell dysfunction leading to thromboinflammation",,,,"154560",,,"https://identifiers.org/aop/412","false","https://identifiers.org/aop/412"
"https://identifiers.org/aop.events/1941",,,"Memory Loss",,,"154563",,,"https://identifiers.org/aop.events/1941","false","https://identifiers.org/aop.events/1941"
,"https://identifiers.org/aop/429","A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants",,,,"154566",,,"https://identifiers.org/aop/429","false","https://identifiers.org/aop/429"
"https://identifiers.org/aop.events/1955",,,"Acute Myeloid Leukemia",,,"154569",,,"https://identifiers.org/aop.events/1955","false","https://identifiers.org/aop.events/1955"
,"https://identifiers.org/aop/432","Deposition of Energy by Ionizing Radiation leading to Acute Myeloid Leukemia",,,,"154572",,,"https://identifiers.org/aop/432","false","https://identifiers.org/aop/432"
"https://identifiers.org/aop.events/1970",,,"transposition of the great arteries",,,"154575",,,"https://identifiers.org/aop.events/1970","false","https://identifiers.org/aop.events/1970"
,"https://identifiers.org/aop/436","Inhibition of RALDH2 causes reduced all-trans retinoic acid levels, leading to transposition of the great arteries",,,,"154578",,,"https://identifiers.org/aop/436","false","https://identifiers.org/aop/436"
"https://identifiers.org/aop.events/1982",,,"metastatic breast cancer",,,"154581",,,"https://identifiers.org/aop.events/1982","false","https://identifiers.org/aop.events/1982"
,"https://identifiers.org/aop/443","DNA damage and mutations leading to Metastatic Breast Cancer",,,,"154584",,,"https://identifiers.org/aop/443","false","https://identifiers.org/aop/443"
"https://identifiers.org/aop.events/2008",,,"Chronic obstructive pulmonary disease",,,"154587",,,"https://identifiers.org/aop.events/2008","false","https://identifiers.org/aop.events/2008"
,"https://identifiers.org/aop/452","Adverse outcome pathway of PM-induced respiratory toxicity",,,,"154590",,,"https://identifiers.org/aop/452","false","https://identifiers.org/aop/452"
"https://identifiers.org/aop.events/2042",,,"Orofacial clefting",,,"154593",,,"https://identifiers.org/aop.events/2042","false","https://identifiers.org/aop.events/2042"
,"https://identifiers.org/aop/491","Decrease, GLI1/2 target gene expression leads to orofacial clefting",,,,"154596",,,"https://identifiers.org/aop/491","false","https://identifiers.org/aop/491"
,"https://identifiers.org/aop/460","Antagonism of Smoothened receptor leading to orofacial clefting",,,,"154599",,,"https://identifiers.org/aop/460","false","https://identifiers.org/aop/460"
