AOid	AOPid	AOPtitle	AOtitle	Ensembl	HGNC	index	KEid	KEtitle	name	selected	shared.name	label	type
						164475	https://identifiers.org/aop.events/1488	Glutamate dyshomeostasis	https://identifiers.org/aop.events/1488	false	https://identifiers.org/aop.events/1488	Glutamate dyshomeostasis	KE
						164478	https://identifiers.org/aop.events/1492	Tissue resident cell activation	https://identifiers.org/aop.events/1492	false	https://identifiers.org/aop.events/1492	Tissue resident cell activation	KE
						164481	https://identifiers.org/aop.events/1499	Increased, activation of T (T) helper (h) type 2 cells	https://identifiers.org/aop.events/1499	false	https://identifiers.org/aop.events/1499	Increased, activation of T (T) helper (h) type 2 cells	KE
						164484	https://identifiers.org/aop.events/1496	Increased, secretion of proinflammatory mediators	https://identifiers.org/aop.events/1496	false	https://identifiers.org/aop.events/1496	Increased, secretion of proinflammatory mediators	KE
						164487	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	https://identifiers.org/aop.events/1193	false	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	KE
						164490	https://identifiers.org/aop.events/1262	Apoptosis	https://identifiers.org/aop.events/1262	false	https://identifiers.org/aop.events/1262	Apoptosis	KE
						164493	https://identifiers.org/aop.events/1457	Induction, Epithelial Mesenchymal Transition	https://identifiers.org/aop.events/1457	false	https://identifiers.org/aop.events/1457	Induction, Epithelial Mesenchymal Transition	KE
						164496	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	https://identifiers.org/aop.events/1394	false	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	KE
						164499	https://identifiers.org/aop.events/1439	Systemic acute phase response	https://identifiers.org/aop.events/1439	false	https://identifiers.org/aop.events/1439	Systemic acute phase response	KE
						164502	https://identifiers.org/aop.events/1513	General Apoptosis	https://identifiers.org/aop.events/1513	false	https://identifiers.org/aop.events/1513	General Apoptosis	KE
						164505	https://identifiers.org/aop.events/87	Release, Cytokine	https://identifiers.org/aop.events/87	false	https://identifiers.org/aop.events/87	Release, Cytokine	KE
						164508	https://identifiers.org/aop.events/1700	Impaired IL-1R1 signaling in T cell	https://identifiers.org/aop.events/1700	false	https://identifiers.org/aop.events/1700	Impaired IL-1R1 signaling in T cell	KE
						164511	https://identifiers.org/aop.events/1825	Increase, Cell death	https://identifiers.org/aop.events/1825	false	https://identifiers.org/aop.events/1825	Increase, Cell death	KE
						164514	https://identifiers.org/aop.events/1822	Maturation of TNF/iNOS-Producing Dendritic Cells	https://identifiers.org/aop.events/1822	false	https://identifiers.org/aop.events/1822	Maturation of TNF/iNOS-Producing Dendritic Cells	KE
						164517	https://identifiers.org/aop.events/1718	Suppression of IL-4 production	https://identifiers.org/aop.events/1718	false	https://identifiers.org/aop.events/1718	Suppression of IL-4 production	KE
						164520	https://identifiers.org/aop.events/1854	Dysregulation, ACE2 expression and activity	https://identifiers.org/aop.events/1854	false	https://identifiers.org/aop.events/1854	Dysregulation, ACE2 expression and activity	KE
						164523	https://identifiers.org/aop.events/1848	Toll Like Receptor (TLR) Dysregulation	https://identifiers.org/aop.events/1848	false	https://identifiers.org/aop.events/1848	Toll Like Receptor (TLR) Dysregulation	KE
						164526	https://identifiers.org/aop.events/264	Activation, SREBP-1c	https://identifiers.org/aop.events/264	false	https://identifiers.org/aop.events/264	Activation, SREBP-1c	KE
						164529	https://identifiers.org/aop.events/89	Synthesis, De Novo FA	https://identifiers.org/aop.events/89	false	https://identifiers.org/aop.events/89	Synthesis, De Novo FA	KE
						164532	https://identifiers.org/aop.events/167	Activation, LXR	https://identifiers.org/aop.events/167	false	https://identifiers.org/aop.events/167	Activation, LXR	KE
						164535	https://identifiers.org/aop.events/398	Activation, Dendritic Cells	https://identifiers.org/aop.events/398	false	https://identifiers.org/aop.events/398	Activation, Dendritic Cells	KE
						164538	https://identifiers.org/aop.events/854	Alterations, Cellular proliferation / hyperplasia	https://identifiers.org/aop.events/854	false	https://identifiers.org/aop.events/854	Alterations, Cellular proliferation / hyperplasia	KE
						164541	https://identifiers.org/aop.events/1980	Increased microRNA expression	https://identifiers.org/aop.events/1980	false	https://identifiers.org/aop.events/1980	Increased microRNA expression	KE
						164544	https://identifiers.org/aop.events/1981	Decreased SIRT1 expression	https://identifiers.org/aop.events/1981	false	https://identifiers.org/aop.events/1981	Decreased SIRT1 expression	KE
						164547	https://identifiers.org/aop.events/1982	metastatic breast cancer	https://identifiers.org/aop.events/1982	false	https://identifiers.org/aop.events/1982	metastatic breast cancer	KE
						164550	https://identifiers.org/aop.events/2040	Decrease, GLI1/2 target gene expression	https://identifiers.org/aop.events/2040	false	https://identifiers.org/aop.events/2040	Decrease, GLI1/2 target gene expression	KE
						164553	https://identifiers.org/aop.events/2043	Decrease, Sonic Hedgehog second messenger production	https://identifiers.org/aop.events/2043	false	https://identifiers.org/aop.events/2043	Decrease, Sonic Hedgehog second messenger production	KE
						164556	https://identifiers.org/aop.events/2180	Immune mechanisms antagonized by viral proteins	https://identifiers.org/aop.events/2180	false	https://identifiers.org/aop.events/2180	Immune mechanisms antagonized by viral proteins	KE
						164559	https://identifiers.org/aop.events/851	Decrease of GABAergic interneurons	https://identifiers.org/aop.events/851	false	https://identifiers.org/aop.events/851	Decrease of GABAergic interneurons	KE
https://identifiers.org/aop.events/1016			Inhibition, Feeding			164562			https://identifiers.org/aop.events/1016	false	https://identifiers.org/aop.events/1016	Inhibition, Feeding	AO
	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp				164565			https://identifiers.org/aop/471	false	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp	AOP
https://identifiers.org/aop.events/1090			Increased, mesotheliomas			164568			https://identifiers.org/aop.events/1090	false	https://identifiers.org/aop.events/1090	Increased, mesotheliomas	AO
	https://identifiers.org/aop/409	Frustrated phagocytosis leads to malignant mesothelioma				164571			https://identifiers.org/aop/409	false	https://identifiers.org/aop/409	Frustrated phagocytosis leads to malignant mesothelioma	AOP
https://identifiers.org/aop.events/1192			Increased, Ductal Hyperplasia			164574			https://identifiers.org/aop.events/1192	false	https://identifiers.org/aop.events/1192	Increased, Ductal Hyperplasia	AO
	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer				164577			https://identifiers.org/aop/294	false	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer	AOP
	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer				164580			https://identifiers.org/aop/293	false	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer	AOP
https://identifiers.org/aop.events/1193			N/A, Breast Cancer			164583			https://identifiers.org/aop.events/1193	false	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	AO
	https://identifiers.org/aop/200	Estrogen receptor activation leading to breast cancer				164586			https://identifiers.org/aop/200	false	https://identifiers.org/aop/200	Estrogen receptor activation leading to breast cancer	AOP
	https://identifiers.org/aop/439	Activation of the AhR leading to breast cancer				164589			https://identifiers.org/aop/439	false	https://identifiers.org/aop/439	Activation of the AhR leading to breast cancer	AOP
https://identifiers.org/aop.events/1194			Increase, DNA damage			164592			https://identifiers.org/aop.events/1194	false	https://identifiers.org/aop.events/1194	Increase, DNA damage	AO
https://identifiers.org/aop.events/1250			Decrease, Lung function			164595			https://identifiers.org/aop.events/1250	false	https://identifiers.org/aop.events/1250	Decrease, Lung function	AO
	https://identifiers.org/aop/419	Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway				164598			https://identifiers.org/aop/419	false	https://identifiers.org/aop/419	Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway	AOP
	https://identifiers.org/aop/148	EGFR Activation Leading to Decreased Lung Function				164601			https://identifiers.org/aop/148	false	https://identifiers.org/aop/148	EGFR Activation Leading to Decreased Lung Function	AOP
https://identifiers.org/aop.events/1262			Apoptosis			164604			https://identifiers.org/aop.events/1262	false	https://identifiers.org/aop.events/1262	Apoptosis	AO
	https://identifiers.org/aop/205	AOP from chemical insult to cell death				164607			https://identifiers.org/aop/205	false	https://identifiers.org/aop/205	AOP from chemical insult to cell death	AOP
https://identifiers.org/aop.events/1263			Necrosis			164610			https://identifiers.org/aop.events/1263	false	https://identifiers.org/aop.events/1263	Necrosis	AO
https://identifiers.org/aop.events/1276			Lung fibrosis			164613			https://identifiers.org/aop.events/1276	false	https://identifiers.org/aop.events/1276	Lung fibrosis	AO
	https://identifiers.org/aop/415	Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway				164616			https://identifiers.org/aop/415	false	https://identifiers.org/aop/415	Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway	AOP
	https://identifiers.org/aop/206	Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis				164619			https://identifiers.org/aop/206	false	https://identifiers.org/aop/206	Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis	AOP
	https://identifiers.org/aop/319	Binding to ACE2 leading to lung fibrosis				164622			https://identifiers.org/aop/319	false	https://identifiers.org/aop/319	Binding to ACE2 leading to lung fibrosis	AOP
	https://identifiers.org/aop/382	Angiotensin II type 1 receptor (AT1R) agonism leading to lung fibrosis				164625			https://identifiers.org/aop/382	false	https://identifiers.org/aop/382	Angiotensin II type 1 receptor (AT1R) agonism leading to lung fibrosis	AOP
https://identifiers.org/aop.events/1277			Reproductive failure			164628			https://identifiers.org/aop.events/1277	false	https://identifiers.org/aop.events/1277	Reproductive failure	AO
	https://identifiers.org/aop/210	Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building				164631			https://identifiers.org/aop/210	false	https://identifiers.org/aop/210	Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building	AOP
	https://identifiers.org/aop/207	NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans				164634			https://identifiers.org/aop/207	false	https://identifiers.org/aop/207	NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans	AOP
https://identifiers.org/aop.events/1348			Increase, seizure			164637			https://identifiers.org/aop.events/1348	false	https://identifiers.org/aop.events/1348	Increase, seizure	AO
https://identifiers.org/aop.events/1363			Increased, epilepsy			164640			https://identifiers.org/aop.events/1363	false	https://identifiers.org/aop.events/1363	Increased, epilepsy	AO
https://identifiers.org/aop.events/1395			Liver Cancer			164643			https://identifiers.org/aop.events/1395	false	https://identifiers.org/aop.events/1395	Liver Cancer	AO
	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer				164646			https://identifiers.org/aop/220	false	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer	AOP
https://identifiers.org/aop.events/1443			Atherosclerosis			164649			https://identifiers.org/aop.events/1443	false	https://identifiers.org/aop.events/1443	Atherosclerosis	AO
	https://identifiers.org/aop/237	Substance interaction with lung resident cell membrane components leading to atherosclerosis				164652			https://identifiers.org/aop/237	false	https://identifiers.org/aop/237	Substance interaction with lung resident cell membrane components leading to atherosclerosis	AOP
https://identifiers.org/aop.events/1458			Pulmonary fibrosis			164655			https://identifiers.org/aop.events/1458	false	https://identifiers.org/aop.events/1458	Pulmonary fibrosis	AO
	https://identifiers.org/aop/241	Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis				164658			https://identifiers.org/aop/241	false	https://identifiers.org/aop/241	Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis	AOP
	https://identifiers.org/aop/347	Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis				164661			https://identifiers.org/aop/347	false	https://identifiers.org/aop/347	Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis	AOP
	https://identifiers.org/aop/173	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis				164664			https://identifiers.org/aop/173	false	https://identifiers.org/aop/173	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis	AOP
https://identifiers.org/aop.events/1506			Testicular atrophy			164667			https://identifiers.org/aop.events/1506	false	https://identifiers.org/aop.events/1506	Testicular atrophy	AO
	https://identifiers.org/aop/212	Histone deacetylase inhibition leading to testicular atrophy				164670			https://identifiers.org/aop/212	false	https://identifiers.org/aop/212	Histone deacetylase inhibition leading to testicular atrophy	AOP
https://identifiers.org/aop.events/1514			Neurodegeneration			164673			https://identifiers.org/aop.events/1514	false	https://identifiers.org/aop.events/1514	Neurodegeneration	AO
	https://identifiers.org/aop/260	CYP2E1 activation and formation of protein adducts leading to neurodegeneration				164676			https://identifiers.org/aop/260	false	https://identifiers.org/aop/260	CYP2E1 activation and formation of protein adducts leading to neurodegeneration	AOP
https://identifiers.org/aop.events/1521			Decrease, Growth			164679			https://identifiers.org/aop.events/1521	false	https://identifiers.org/aop.events/1521	Decrease, Growth	AO
	https://identifiers.org/aop/268	Uncoupling of oxidative phosphorylation leading to growth inhibition via mitochondrial swelling				164682			https://identifiers.org/aop/268	false	https://identifiers.org/aop/268	Uncoupling of oxidative phosphorylation leading to growth inhibition via mitochondrial swelling	AOP
	https://identifiers.org/aop/265	Uncoupling of oxidative phosphorylation leading to growth inhibition via increased cytosolic calcium				164685			https://identifiers.org/aop/265	false	https://identifiers.org/aop/265	Uncoupling of oxidative phosphorylation leading to growth inhibition via increased cytosolic calcium	AOP
	https://identifiers.org/aop/266	Uncoupling of oxidative phosphorylation leading to growth inhibition via decreased Na-K ATPase activity				164688			https://identifiers.org/aop/266	false	https://identifiers.org/aop/266	Uncoupling of oxidative phosphorylation leading to growth inhibition via decreased Na-K ATPase activity	AOP
	https://identifiers.org/aop/264	Uncoupling of oxidative phosphorylation leading to growth inhibition via ATP depletion associated cell death				164691			https://identifiers.org/aop/264	false	https://identifiers.org/aop/264	Uncoupling of oxidative phosphorylation leading to growth inhibition via ATP depletion associated cell death	AOP
	https://identifiers.org/aop/287	Mitochondrial complex III antagonism leading to growth inhibition (2)				164694			https://identifiers.org/aop/287	false	https://identifiers.org/aop/287	Mitochondrial complex III antagonism leading to growth inhibition (2)	AOP
	https://identifiers.org/aop/291	Mitochondrial ATP synthase antagonism leading to growth inhibition (2)				164697			https://identifiers.org/aop/291	false	https://identifiers.org/aop/291	Mitochondrial ATP synthase antagonism leading to growth inhibition (2)	AOP
https://identifiers.org/aop.events/1535			Heart failure			164700			https://identifiers.org/aop.events/1535	false	https://identifiers.org/aop.events/1535	Heart failure	AO
	https://identifiers.org/aop/479	Mitochondrial complexes inhibition leading to heart failure via increased myocardial oxidative stress				164703			https://identifiers.org/aop/479	false	https://identifiers.org/aop/479	Mitochondrial complexes inhibition leading to heart failure via increased myocardial oxidative stress	AOP
https://identifiers.org/aop.events/1548			Necrotic Tissue			164706			https://identifiers.org/aop.events/1548	false	https://identifiers.org/aop.events/1548	Necrotic Tissue	AO
	https://identifiers.org/aop/273	Mitochondrial complex inhibition leading to liver injury				164709			https://identifiers.org/aop/273	false	https://identifiers.org/aop/273	Mitochondrial complex inhibition leading to liver injury	AOP
	https://identifiers.org/aop/278	IKK complex inhibition leading to liver injury				164712			https://identifiers.org/aop/278	false	https://identifiers.org/aop/278	IKK complex inhibition leading to liver injury	AOP
https://identifiers.org/aop.events/1549			Liver Injury			164715			https://identifiers.org/aop.events/1549	false	https://identifiers.org/aop.events/1549	Liver Injury	AO
	https://identifiers.org/aop/285	Inhibition of N-linked glycosylation leads to liver injury				164718			https://identifiers.org/aop/285	false	https://identifiers.org/aop/285	Inhibition of N-linked glycosylation leads to liver injury	AOP
https://identifiers.org/aop.events/1588			Bronchiolitis obliterans			164721			https://identifiers.org/aop.events/1588	false	https://identifiers.org/aop.events/1588	Bronchiolitis obliterans	AO
	https://identifiers.org/aop/280	α-diketone-induced bronchiolitis obliterans				164724			https://identifiers.org/aop/280	false	https://identifiers.org/aop/280	α-diketone-induced bronchiolitis obliterans	AOP
https://identifiers.org/aop.events/1616			Malformation, cryptorchidism - maldescended testis			164727			https://identifiers.org/aop.events/1616	false	https://identifiers.org/aop.events/1616	Malformation, cryptorchidism - maldescended testis	AO
	https://identifiers.org/aop/476	Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity				164730			https://identifiers.org/aop/476	false	https://identifiers.org/aop/476	Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity	AOP
https://identifiers.org/aop.events/1670			Lung cancer			164733			https://identifiers.org/aop.events/1670	false	https://identifiers.org/aop.events/1670	Lung cancer	AO
	https://identifiers.org/aop/451	Interaction with lung resident cell membrane components leads to lung cancer				164736			https://identifiers.org/aop/451	false	https://identifiers.org/aop/451	Interaction with lung resident cell membrane components leads to lung cancer	AOP
	https://identifiers.org/aop/303	Frustrated phagocytosis-induced lung cancer				164739			https://identifiers.org/aop/303	false	https://identifiers.org/aop/303	Frustrated phagocytosis-induced lung cancer	AOP
https://identifiers.org/aop.events/1688			anogenital distance (AGD), decreased			164742			https://identifiers.org/aop.events/1688	false	https://identifiers.org/aop.events/1688	anogenital distance (AGD), decreased	AO
https://identifiers.org/aop.events/1709			Psoriatic skin disease			164745			https://identifiers.org/aop.events/1709	false	https://identifiers.org/aop.events/1709	Psoriatic skin disease	AO
	https://identifiers.org/aop/313	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease				164748			https://identifiers.org/aop/313	false	https://identifiers.org/aop/313	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease	AOP
https://identifiers.org/aop.events/1719			Impairment of T-cell dependent antibody response			164751			https://identifiers.org/aop.events/1719	false	https://identifiers.org/aop.events/1719	Impairment of T-cell dependent antibody response	AO
	https://identifiers.org/aop/315	Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response				164754			https://identifiers.org/aop/315	false	https://identifiers.org/aop/315	Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response	AOP
https://identifiers.org/aop.events/1841			Encephalitis			164757			https://identifiers.org/aop.events/1841	false	https://identifiers.org/aop.events/1841	Encephalitis	AO
	https://identifiers.org/aop/374	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis				164760			https://identifiers.org/aop/374	false	https://identifiers.org/aop/374	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis	AOP
https://identifiers.org/aop.events/1843			Multi Organ Failure involving Acute Respiratory Distress Syndrome			164763			https://identifiers.org/aop.events/1843	false	https://identifiers.org/aop.events/1843	Multi Organ Failure involving Acute Respiratory Distress Syndrome	AO
	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)				164766			https://identifiers.org/aop/377	false	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)	AOP
https://identifiers.org/aop.events/185			Increase, Mutations			164769			https://identifiers.org/aop.events/185	false	https://identifiers.org/aop.events/185	Increase, Mutations	AO
https://identifiers.org/aop.events/1863			Decrease, Reproduction			164772			https://identifiers.org/aop.events/1863	false	https://identifiers.org/aop.events/1863	Decrease, Reproduction	AO
https://identifiers.org/aop.events/1868			Hyperinflammation			164775			https://identifiers.org/aop.events/1868	false	https://identifiers.org/aop.events/1868	Hyperinflammation	AO
	https://identifiers.org/aop/392	Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation				164778			https://identifiers.org/aop/392	false	https://identifiers.org/aop/392	Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation	AOP
	https://identifiers.org/aop/468	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death)				164781			https://identifiers.org/aop/468	false	https://identifiers.org/aop/468	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death)	AOP
https://identifiers.org/aop.events/1916			Thromboinflammation, Increased			164784			https://identifiers.org/aop.events/1916	false	https://identifiers.org/aop.events/1916	Thromboinflammation, Increased	AO
	https://identifiers.org/aop/412	Endothelial cell dysfunction leading to thromboinflammation				164787			https://identifiers.org/aop/412	false	https://identifiers.org/aop/412	Endothelial cell dysfunction leading to thromboinflammation	AOP
https://identifiers.org/aop.events/1941			Memory Loss			164790			https://identifiers.org/aop.events/1941	false	https://identifiers.org/aop.events/1941	Memory Loss	AO
	https://identifiers.org/aop/429	A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants				164793			https://identifiers.org/aop/429	false	https://identifiers.org/aop/429	A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants	AOP
https://identifiers.org/aop.events/1955			Acute Myeloid Leukemia			164796			https://identifiers.org/aop.events/1955	false	https://identifiers.org/aop.events/1955	Acute Myeloid Leukemia	AO
	https://identifiers.org/aop/432	Deposition of Energy by Ionizing Radiation leading to Acute Myeloid Leukemia				164799			https://identifiers.org/aop/432	false	https://identifiers.org/aop/432	Deposition of Energy by Ionizing Radiation leading to Acute Myeloid Leukemia	AOP
https://identifiers.org/aop.events/1982			metastatic breast cancer			164802			https://identifiers.org/aop.events/1982	false	https://identifiers.org/aop.events/1982	metastatic breast cancer	AO
	https://identifiers.org/aop/443	DNA damage and mutations leading to Metastatic Breast Cancer				164805			https://identifiers.org/aop/443	false	https://identifiers.org/aop/443	DNA damage and mutations leading to Metastatic Breast Cancer	AOP
https://identifiers.org/aop.events/2008			Chronic obstructive pulmonary disease			164808			https://identifiers.org/aop.events/2008	false	https://identifiers.org/aop.events/2008	Chronic obstructive pulmonary disease	AO
	https://identifiers.org/aop/452	Adverse outcome pathway of PM-induced respiratory toxicity				164811			https://identifiers.org/aop/452	false	https://identifiers.org/aop/452	Adverse outcome pathway of PM-induced respiratory toxicity	AOP
https://identifiers.org/aop.events/2042			Orofacial clefting			164814			https://identifiers.org/aop.events/2042	false	https://identifiers.org/aop.events/2042	Orofacial clefting	AO
	https://identifiers.org/aop/491	Decrease, GLI1/2 target gene expression leads to orofacial clefting				164817			https://identifiers.org/aop/491	false	https://identifiers.org/aop/491	Decrease, GLI1/2 target gene expression leads to orofacial clefting	AOP
	https://identifiers.org/aop/460	Antagonism of Smoothened receptor leading to orofacial clefting				164820			https://identifiers.org/aop/460	false	https://identifiers.org/aop/460	Antagonism of Smoothened receptor leading to orofacial clefting	AOP
	https://identifiers.org/aop/502	Decrease, cholesterol synthesis leads to orofacial clefting				164823			https://identifiers.org/aop/502	false	https://identifiers.org/aop/502	Decrease, cholesterol synthesis leads to orofacial clefting	AOP
https://identifiers.org/aop.events/2069			Occurrence, Vascular Remodeling			164826			https://identifiers.org/aop.events/2069	false	https://identifiers.org/aop.events/2069	Occurrence, Vascular Remodeling	AO
	https://identifiers.org/aop/470	Deposition of energy leads to vascular remodeling				164829			https://identifiers.org/aop/470	false	https://identifiers.org/aop/470	Deposition of energy leads to vascular remodeling	AOP
https://identifiers.org/aop.events/2091			Occurrence, Bone Loss			164832			https://identifiers.org/aop.events/2091	false	https://identifiers.org/aop.events/2091	Occurrence, Bone Loss	AO
	https://identifiers.org/aop/482	Deposition of energy leading to occurrence of bone loss				164835			https://identifiers.org/aop/482	false	https://identifiers.org/aop/482	Deposition of energy leading to occurrence of bone loss	AOP
https://identifiers.org/aop.events/2121			decreased, Intellectual Quotient			164838			https://identifiers.org/aop.events/2121	false	https://identifiers.org/aop.events/2121	decreased, Intellectual Quotient	AO
	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms				164841			https://identifiers.org/aop/490	false	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms	AOP
https://identifiers.org/aop.events/2122			increased, Economic Burden			164844			https://identifiers.org/aop.events/2122	false	https://identifiers.org/aop.events/2122	increased, Economic Burden	AO
https://identifiers.org/aop.events/2135			Prostate cancer			164847			https://identifiers.org/aop.events/2135	false	https://identifiers.org/aop.events/2135	Prostate cancer	AO
	https://identifiers.org/aop/495	Androgen receptor activation leading to prostate cancer				164850			https://identifiers.org/aop/495	false	https://identifiers.org/aop/495	Androgen receptor activation leading to prostate cancer	AOP
https://identifiers.org/aop.events/2194			Influenza A Virus (IAV) shedding and transmission			164853			https://identifiers.org/aop.events/2194	false	https://identifiers.org/aop.events/2194	Influenza A Virus (IAV) shedding and transmission	AO
	https://identifiers.org/aop/506	Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation				164856			https://identifiers.org/aop/506	false	https://identifiers.org/aop/506	Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation	AOP
https://identifiers.org/aop.events/313			Increase, Allergic Respiratory Hypersensitivity Response			164859			https://identifiers.org/aop.events/313	false	https://identifiers.org/aop.events/313	Increase, Allergic Respiratory Hypersensitivity Response	AO
