KEid_source	KEid	AOPid_target	AOPid	AOPtitle
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/368	https://identifiers.org/aop/368	Cytochrome oxidase inhibition leading to olfactory nasal lesions
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/374	https://identifiers.org/aop/374	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/38	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/38	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/38	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/410	https://identifiers.org/aop/410	GSK3beta inactivation leading to increased mortality via defects in developing inner ear
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/419	https://identifiers.org/aop/419	Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/429	https://identifiers.org/aop/429	A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/432	https://identifiers.org/aop/432	Deposition of Energy by Ionizing Radiation leading to Acute Myeloid Leukemia
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/439	https://identifiers.org/aop/439	Activation of the AhR leading to breast cancer 
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/452	https://identifiers.org/aop/452	Adverse outcome pathway of PM-induced respiratory toxicity
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/460	https://identifiers.org/aop/460	Antagonism of Smoothened receptor leading to orofacial clefting
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/464	https://identifiers.org/aop/464	Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/468	https://identifiers.org/aop/468	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death)
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/470	https://identifiers.org/aop/470	Deposition of energy leads to vascular remodeling
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/471	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/476	https://identifiers.org/aop/476	Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/479	https://identifiers.org/aop/479	Mitochondrial complexes inhibition leading to heart failure via increased myocardial oxidative stress
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/48	https://identifiers.org/aop/48	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/48	https://identifiers.org/aop/48	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/482	https://identifiers.org/aop/482	Deposition of energy leading to occurrence of bone loss
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/483	https://identifiers.org/aop/483	Deposition of Energy Leading to Learning and Memory Impairment
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/490	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/490	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/491	https://identifiers.org/aop/491	Decrease, GLI1/2 target gene expression leads to orofacial clefting 
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/494	https://identifiers.org/aop/494	AhR activation leading to liver fibrosis 
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/500	https://identifiers.org/aop/500	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/502	https://identifiers.org/aop/502	Decrease, cholesterol synthesis leads to orofacial clefting
https://identifiers.org/aop.events/1513	https://identifiers.org/aop.events/1513	https://identifiers.org/aop/505	https://identifiers.org/aop/505	Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway
https://identifiers.org/aop.events/1513	https://identifiers.org/aop.events/1513	https://identifiers.org/aop/513	https://identifiers.org/aop/513	Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway
https://identifiers.org/aop.events/851	https://identifiers.org/aop.events/851	https://identifiers.org/aop/54	https://identifiers.org/aop/54	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment 
https://identifiers.org/aop.events/381	https://identifiers.org/aop.events/381	https://identifiers.org/aop/54	https://identifiers.org/aop/54	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment 
