Ensembl_source	Ensembl	fromPublication	fromDisGeNET	fromWikiPathways	gLayCluster	snpID	CNVassociated	PathwayID_target	PathwayID	PathwayTitle
ENSG00000104067	ENSG00000104067			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000162409	ENSG00000162409			1	190		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000177606	ENSG00000177606		1	1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000126561	ENSG00000126561			1	171		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000100644	ENSG00000100644			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000142208	ENSG00000142208		1	1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000096717	ENSG00000096717		1	1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000091513	ENSG00000091513		1	1	188		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000136997	ENSG00000136997			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000136997	ENSG00000136997			1	166		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000278540	ENSG00000278540			1	190		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000094631	ENSG00000094631			1	166		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000139687	ENSG00000139687			1	166		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000168036	ENSG00000168036		1	1	166		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000049541	ENSG00000049541			1	165		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000185532	ENSG00000185532			1	164		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000188486	ENSG00000188486		1	1	166		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000086730	ENSG00000086730			1	171		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000049540	ENSG00000049540			1	200		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000026103	ENSG00000026103		1	1	171		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000172071	ENSG00000172071			1	166		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000271503	ENSG00000271503			1	171		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000144554	ENSG00000144554			1	165		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000010810	ENSG00000010810		1	1	171		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000164733	ENSG00000164733			1	166		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000117984	ENSG00000117984			1	166		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000136869	ENSG00000136869		1	1	171		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000137462	ENSG00000137462		1	1	171		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000168036	ENSG00000168036		1	1	166		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000144381	ENSG00000144381			1	171		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000103126	ENSG00000103126			1	166		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000105464	ENSG00000105464		1	1	164		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000132535	ENSG00000132535		1	1	164		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000273079	ENSG00000273079		1	1	164		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000183454	ENSG00000183454	1	1	1	164	rs9926049	1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000050820	ENSG00000050820			1	171		1	WP5399	WP5399	NPHP1 deletion syndrome
ENSG00000089163	ENSG00000089163			1	170		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000109320	ENSG00000109320			1	166		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000067560	ENSG00000067560			1	171		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000173402	ENSG00000173402			1	164		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000102683	ENSG00000102683			1	164		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000107643	ENSG00000107643		1	1	166		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000108823	ENSG00000108823			1	164		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000131323	ENSG00000131323			1	171		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000144554	ENSG00000144554			1	165		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000271503	ENSG00000271503			1	171		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000116478	ENSG00000116478		1	1	166		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000173039	ENSG00000173039		1	1	166		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000104067	ENSG00000104067			1	178		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000142192	ENSG00000142192			1	171		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000138798	ENSG00000138798			1	171		1	WP5408	WP5408	15q25 copy number variation
ENSG00000141510	ENSG00000141510		1	1	166		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000232810	ENSG00000232810		1	1	171		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000139687	ENSG00000139687			1	166		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
