Ensembl	KEid	KE_title	AOid	AO_title	AOPid	AOP_title
ENSG00000077279	https://identifiers.org/aop.events/1822; https://identifiers.org/aop.events/826; https://identifiers.org/aop.events/1848; https://identifiers.org/aop.events/1492; https://identifiers.org/aop.events/1708	Maturation of TNF/iNOS-Producing Dendritic Cells; Activation, Keratinocytes; Toll Like Receptor (TLR) Dysregulation; Tissue resident cell activation; Th17 cell migration and inflammation induction	https://identifiers.org/aop.events/1709; https://identifiers.org/aop.events/827; https://identifiers.org/aop.events/1843; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/1192; https://identifiers.org/aop.events/1193; https://identifiers.org/aop.events/1194; https://identifiers.org/aop.events/185; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/344; https://identifiers.org/aop.events/1709; https://identifiers.org/aop.events/1843; https://identifiers.org/aop.events/351	Psoriatic skin disease; sensitisation, skin; Increased Mortality; Multi Organ Failure involving Acute Respiratory Distress Syndrome; Impairment, Learning and memory; Increase, DNA damage; Increase, Mutations; Increased, Ductal Hyperplasia ; N/A, Breast Cancer; N/A, Liver fibrosis; Increased Mortality; Multi Organ Failure involving Acute Respiratory Distress Syndrome; Psoriatic skin disease	https://identifiers.org/aop/313; https://identifiers.org/aop/40; https://identifiers.org/aop/320; https://identifiers.org/aop/377; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/38; https://identifiers.org/aop/483; https://identifiers.org/aop/313; https://identifiers.org/aop/377	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease; Covalent Protein binding leading to Skin Sensitisation; Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS); Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Deposition of Energy Leading to Learning and Memory Impairment; Increased DNA damage leading to increased risk of breast cancer; Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer; Protein Alkylation leading to Liver Fibrosis; Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS); Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
ENSG00000077463	https://identifiers.org/aop.events/1981	Decreased SIRT1 expression	https://identifiers.org/aop.events/1982	metastatic breast cancer	https://identifiers.org/aop/443	DNA damage and mutations leading to Metastatic Breast Cancer
ENSG00000077782	https://identifiers.org/aop.events/1262; https://identifiers.org/aop.events/1650; https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	Apoptosis; Epithelial-mesenchymal transition; Histone deacetylase inhibition; Histone acetylation, increase	https://identifiers.org/aop.events/1193; https://identifiers.org/aop.events/1250; https://identifiers.org/aop.events/1262; https://identifiers.org/aop.events/1263; https://identifiers.org/aop.events/1277; https://identifiers.org/aop.events/1506; https://identifiers.org/aop.events/1549; https://identifiers.org/aop.events/1616; https://identifiers.org/aop.events/1688; https://identifiers.org/aop.events/1863; https://identifiers.org/aop.events/2008; https://identifiers.org/aop.events/2042; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/520; https://identifiers.org/aop.events/1651; https://identifiers.org/aop.events/2008; https://identifiers.org/aop.events/1506; https://identifiers.org/aop.events/1559; https://identifiers.org/aop.events/1561; https://identifiers.org/aop.events/1506; https://identifiers.org/aop.events/1561	Apoptosis; Chronic obstructive pulmonary disease; Decrease, Lung function; Decrease, Reproduction; Decreased sperm quantity or quality in the adult, Decreased fertility ; Impairment, Learning and memory; Liver Injury; Malformation, cryptorchidism - maldescended testis; N/A, Breast Cancer; Necrosis; Orofacial clefting; Reproductive failure; Testicular atrophy; anogenital distance (AGD), decreased; Chronic obstructive pulmonary disease; Treatment-resistant gastric cancer; Facial cartilage structures are reduced in size and morphologically distorted; Neural tube defects; Testicular atrophy; Neural tube defects; Testicular atrophy	https://identifiers.org/aop/205; https://identifiers.org/aop/207; https://identifiers.org/aop/212; https://identifiers.org/aop/285; https://identifiers.org/aop/419; https://identifiers.org/aop/439; https://identifiers.org/aop/452; https://identifiers.org/aop/460; https://identifiers.org/aop/476; https://identifiers.org/aop/491; https://identifiers.org/aop/500; https://identifiers.org/aop/502; https://identifiers.org/aop/298; https://identifiers.org/aop/452; https://identifiers.org/aop/212; https://identifiers.org/aop/274; https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/212; https://identifiers.org/aop/275	AOP from chemical insult to cell death; Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis; Activation of the AhR leading to breast cancer ; Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity; Adverse outcome pathway of PM-induced respiratory toxicity; Antagonism of Smoothened receptor leading to orofacial clefting; Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway; Decrease, GLI1/2 target gene expression leads to orofacial clefting ; Decrease, cholesterol synthesis leads to orofacial clefting; Histone deacetylase inhibition leading to testicular atrophy; Inhibition of N-linked glycosylation leads to liver injury; NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans; Adverse outcome pathway of PM-induced respiratory toxicity; Increases in cellular reactive oxygen species and chronic reactive oxygen species leading to human treatment-resistant gastric cancer; Ceramide synthase inhibition leading to neural tube defects ; Histone deacetylase inhibition leading to testicular atrophy; Histone deacetylase inhibition leads to impeded craniofacial development; Histone deacetylase inhibition leads to neural tube defects; Histone deacetylase inhibition leading to testicular atrophy; Histone deacetylase inhibition leads to neural tube defects
ENSG00000077800	https://identifiers.org/aop.events/980	Inhibition, Calcineurin Activity	https://identifiers.org/aop.events/984	Impairment, T-cell dependent antibody response	https://identifiers.org/aop/154	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response
ENSG00000079215	https://identifiers.org/aop.events/1488	Glutamate dyshomeostasis	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
ENSG00000079246	https://identifiers.org/aop.events/155	Inadequate DNA repair	https://identifiers.org/aop.events/1556; https://identifiers.org/aop.events/1636; https://identifiers.org/aop.events/1757; https://identifiers.org/aop.events/185; https://identifiers.org/aop.events/1955; https://identifiers.org/aop.events/1982; https://identifiers.org/aop.events/2083; https://identifiers.org/aop.events/336; https://identifiers.org/aop.events/885	Acute Myeloid Leukemia; Increase, Cancer; Increase, Chromosomal aberrations; Increase, Heritable mutations in offspring; Increase, Mutations; Increase, lung cancer; Occurrence of Cataracts; Reduce, Sperm count; metastatic breast cancer	https://identifiers.org/aop/139; https://identifiers.org/aop/141; https://identifiers.org/aop/15; https://identifiers.org/aop/272; https://identifiers.org/aop/296; https://identifiers.org/aop/322; https://identifiers.org/aop/397; https://identifiers.org/aop/432; https://identifiers.org/aop/443; https://identifiers.org/aop/478	DNA damage and mutations leading to Metastatic Breast Cancer; Alkylation of DNA in male pre-meiotic germ cells leading to heritable mutations; Alkylation of DNA leading to cancer 1; Alkylation of DNA leading to cancer 2; Alkylation of DNA leading to reduced sperm count; Bulky DNA adducts leading to mutations; Deposition of Energy by Ionizing Radiation leading to Acute Myeloid Leukemia; Deposition of energy leading to lung cancer; Deposition of energy leading to occurrence of cataracts; Oxidative DNA damage leading to chromosomal aberrations and mutations
ENSG00000079785	https://identifiers.org/aop.events/1980	Increased microRNA expression	https://identifiers.org/aop.events/1982	metastatic breast cancer	https://identifiers.org/aop/443	DNA damage and mutations leading to Metastatic Breast Cancer
ENSG00000080298	https://identifiers.org/aop.events/1911	FOXJ1 Protein, Decreased	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/425	Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1
ENSG00000080815	https://identifiers.org/aop.events/2118	Succinate dehydrogenase, inhibited	https://identifiers.org/aop.events/2119	Insulin resistance, increased	https://identifiers.org/aop/457	Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine
ENSG00000080819	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502	Antagonism of Smoothened receptor leading to orofacial clefting; Decrease, GLI1/2 target gene expression leads to orofacial clefting ; Decrease, cholesterol synthesis leads to orofacial clefting
ENSG00000081059	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	https://identifiers.org/aop.events/1395	Liver Cancer	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer
ENSG00000081237	https://identifiers.org/aop.events/1500	Increased, fibroblast proliferation and myofibroblast differentiation	https://identifiers.org/aop.events/1458	Pulmonary fibrosis	https://identifiers.org/aop/173	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis
ENSG00000082175	https://identifiers.org/aop.events/2092	Promotion, Ovarian Cancer 	https://identifiers.org/aop.events/1053; https://identifiers.org/aop.events/2092	Promotion, Ovarian Cancer ; Promotion, ovarian adenomas	https://identifiers.org/aop/440	Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia
ENSG00000082701	https://identifiers.org/aop.events/1647	GSK3beta inactivation	https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360	Decrease, Population growth rate; Increased Mortality	https://identifiers.org/aop/410	GSK3beta inactivation leading to increased mortality via defects in developing inner ear
ENSG00000083845	https://identifiers.org/aop.events/593; https://identifiers.org/aop.events/584	Inhibition, Ether-a-go-go (ERG) voltage-gated potassium channel ; Inhibition, sodium channel	https://identifiers.org/aop.events/592; https://identifiers.org/aop.events/587; https://identifiers.org/aop.events/588; https://identifiers.org/aop.events/591; https://identifiers.org/aop.events/592	Reduced, survival; Increased, amputations; Increased, predation; Reduced, feeding 1; Reduced, survival	https://identifiers.org/aop/95; https://identifiers.org/aop/91; https://identifiers.org/aop/93; https://identifiers.org/aop/94	Ether-a-go-go (ERG) voltage-gated potassium channel inhibition leading to reduced survival; Sodium channel inhibition leading to congenital malformations; Sodium channel inhibition leading to reduced survival; sodium channel inhibition leading to increased predation
ENSG00000084453	https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/961	Increased, Uptake of thyroxine into tissue; Increased, Clearance of thyroxine from serum	https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/319; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/741	Cognitive Function, Decreased; Altered, Amphibian metamorphosis; Cognitive Function, Decreased ; Increase, Adenomas/carcinomas (follicular cell); Loss, Cochlear function	https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/162; https://identifiers.org/aop/194; https://identifiers.org/aop/366; https://identifiers.org/aop/367; https://identifiers.org/aop/458; https://identifiers.org/aop/8	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity; AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Competitive binding to thyroid hormone carrier protein thyroid binding globulin (TBG) leading to altered amphibian metamorphosis; Competitive binding to thyroid hormone carrier protein transthyretin (TTR) leading to altered amphibian metamorphosis ; Enhanced hepatic clearance of thyroid hormones leading to thyroid follicular cell adenomas and carcinomas in the rat and mouse; Hepatic nuclear receptor activation leading to altered amphibian metamorphosis; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity ; Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000085662	https://identifiers.org/aop.events/1724; https://identifiers.org/aop.events/1723; https://identifiers.org/aop.events/286; https://identifiers.org/aop.events/26; https://identifiers.org/aop.events/1614; https://identifiers.org/aop.events/25; https://identifiers.org/aop.events/446	Acinar cell proliferation; Increased exocrine secretion from pancreatic acinar cells; Altered, Transcription of genes by the androgen receptor; Antagonism, Androgen receptor; Decrease, androgen receptor activation; Agonism, Androgen receptor; Reduction, fetal/adult testosterone 	https://identifiers.org/aop.events/1725; https://identifiers.org/aop.events/1725; https://identifiers.org/aop.events/1688; https://identifiers.org/aop.events/1786; https://identifiers.org/aop.events/2135; https://identifiers.org/aop.events/337; https://identifiers.org/aop.events/972; https://identifiers.org/aop.events/1616; https://identifiers.org/aop.events/1688; https://identifiers.org/aop.events/1786; https://identifiers.org/aop.events/1839; https://identifiers.org/aop.events/1863; https://identifiers.org/aop.events/2082; https://identifiers.org/aop.events/520; https://identifiers.org/aop.events/972; https://identifiers.org/aop.events/1616; https://identifiers.org/aop.events/1688; https://identifiers.org/aop.events/1786; https://identifiers.org/aop.events/1839; https://identifiers.org/aop.events/2082; https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/442; https://identifiers.org/aop.events/1616; https://identifiers.org/aop.events/1688; https://identifiers.org/aop.events/1863; https://identifiers.org/aop.events/348; https://identifiers.org/aop.events/406; https://identifiers.org/aop.events/520	Pancreatic acinar cell tumors; Pancreatic acinar cell tumors; Decreased fertility, Reduced number of oocytes ovulated ; N/A, Impairment of reproductive capacity; Nipple retention (NR), increased; Prostate cancer; anogenital distance (AGD), decreased; Decrease, Reproduction; Decreased fertility, Reduced number of oocytes ovulated ; Decreased sperm quantity or quality in the adult, Decreased fertility ; Hypospadias, increased; Malformation, cryptorchidism - maldescended testis; Nipple retention (NR), increased; Testicular Cancer; anogenital distance (AGD), decreased; Hypospadias, increased; Malformation, cryptorchidism - maldescended testis; Nipple retention (NR), increased; Testicular Cancer; anogenital distance (AGD), decreased; Decrease, Population growth rate; Decreased, Population trajectory; Decrease, Reproduction; Decreased sperm quantity or quality in the adult, Decreased fertility ; Malformation, Male reproductive tract; Malformation, cryptorchidism - maldescended testis; anogenital distance (AGD), decreased; impaired, Fertility	https://identifiers.org/aop/316; https://identifiers.org/aop/316; https://identifiers.org/aop/19; https://identifiers.org/aop/305; https://identifiers.org/aop/307; https://identifiers.org/aop/344; https://identifiers.org/aop/345; https://identifiers.org/aop/495; https://identifiers.org/aop/306; https://identifiers.org/aop/344; https://identifiers.org/aop/345; https://identifiers.org/aop/372; https://identifiers.org/aop/476; https://identifiers.org/aop/477; https://identifiers.org/aop/288; https://identifiers.org/aop/305; https://identifiers.org/aop/306; https://identifiers.org/aop/307; https://identifiers.org/aop/344; https://identifiers.org/aop/372; https://identifiers.org/aop/477; https://identifiers.org/aop/23; https://identifiers.org/aop/376; https://identifiers.org/aop/496; https://identifiers.org/aop/18; https://identifiers.org/aop/476; https://identifiers.org/aop/51; https://identifiers.org/aop/64	Trypsin inhibition leading to pancreatic acinar cell tumors; Trypsin inhibition leading to pancreatic acinar cell tumors; 5α-reductase inhibition leading to short anogenital distance (AGD) in male (mammalian) offspring; Androgen receptor (AR) antagonism leading to decreased fertility in females; Androgen receptor (AR) antagonism leading to nipple retention (NR) in male (mammalian) offspring; Androgen receptor activation leading to prostate cancer; Androgen receptor antagonism leading to adverse effects in the male foetus (mammals); Decreased testosterone synthesis leading to short anogenital distance (AGD) in male (mammalian) offspring; Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity; Androgen receptor (AR) antagonism leading to decreased fertility in females; Androgen receptor (AR) antagonism leading to hypospadias in male offspring; Androgen receptor (AR) antagonism leading to nipple retention (NR) in male (mammalian) offspring; Androgen receptor (AR) antagonism leading to short anogenital distance (AGD) in male (mammalian) offspring; Androgen receptor antagonism leading to testicular cancer; 5α-reductase inhibition leading to short anogenital distance (AGD) in male (mammalian) offspring; Androgen receptor (AR) antagonism leading to hypospadias in male offspring; Androgen receptor (AR) antagonism leading to nipple retention (NR) in male (mammalian) offspring; Androgen receptor (AR) antagonism leading to short anogenital distance (AGD) in male (mammalian) offspring; Androgen receptor antagonism leading to testicular cancer ; Decreased testosterone synthesis leading to short anogenital distance (AGD) in male (mammalian) offspring; Inhibition of 17α-hydrolase/C 10,20-lyase (Cyp17A1) activity leads to birth reproductive defects (cryptorchidism) in male (mammals); Androgen receptor agonism leading to male-biased sex ratio; Androgen receptor agonism leading to reproduction dysfunction （in zebrafish）; Androgen receptor agonism leading to reproductive dysfunction (in repeat-spawning fish); Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity; Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility; PPARα activation in utero leading to impaired fertility in males; PPARα activation leading to impaired fertility in adult male rodents
ENSG00000085741	https://identifiers.org/aop.events/1754	Porcupine-induced Wnt secretion and Wnt signaling activation	https://identifiers.org/aop.events/1651	Treatment-resistant gastric cancer	https://identifiers.org/aop/298	Increases in cellular reactive oxygen species and chronic reactive oxygen species leading to human treatment-resistant gastric cancer
ENSG00000086730	https://identifiers.org/aop.events/1488; https://identifiers.org/aop.events/960	Glutamate dyshomeostasis; Increased, Uptake of thyroxine into tissue	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402	Impairment, Learning and memory; Cognitive Function, Decreased	https://identifiers.org/aop/17; https://identifiers.org/aop/152	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000087237	https://identifiers.org/aop.events/167	Activation, LXR	https://identifiers.org/aop.events/345; https://identifiers.org/aop.events/459	Increased, Liver Steatosis; N/A, Liver Steatosis	https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/58	LXR activation leading to hepatic steatosis; Liver X Receptor (LXR) activation leads to liver steatosis; NR1I3 (CAR) suppression leading to hepatic steatosis
ENSG00000088826	https://identifiers.org/aop.events/2044; https://identifiers.org/aop.events/2028; https://identifiers.org/aop.events/2027; https://identifiers.org/aop.events/2040	Decrease, Smoothend relocation and activation ; Decrease, GLI1/2 translocation to nucleus ; Antagonism, Smoothened receptor; Decrease, GLI1/2 target gene expression	https://identifiers.org/aop.events/2042; https://identifiers.org/aop.events/2042; https://identifiers.org/aop.events/2042; https://identifiers.org/aop.events/2042	Orofacial clefting; Orofacial clefting; Orofacial clefting; Orofacial clefting	https://identifiers.org/aop/460; https://identifiers.org/aop/460; https://identifiers.org/aop/502; https://identifiers.org/aop/460; https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502	Antagonism of Smoothened receptor leading to orofacial clefting; Antagonism of Smoothened receptor leading to orofacial clefting; Decrease, cholesterol synthesis leads to orofacial clefting; Antagonism of Smoothened receptor leading to orofacial clefting; Antagonism of Smoothened receptor leading to orofacial clefting; Decrease, GLI1/2 target gene expression leads to orofacial clefting ; Decrease, cholesterol synthesis leads to orofacial clefting
ENSG00000088827	https://identifiers.org/aop.events/1388; https://identifiers.org/aop.events/890	Dopamine release in the brain, decreased; Degeneration of dopaminergic neurons of the nigrostriatal pathway	https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/1016; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/350; https://identifiers.org/aop.events/637; https://identifiers.org/aop.events/896	Decrease, Population growth rate; Encephalitis; Increase, Mortality; Increase, seizure; Increased, epilepsy; Inhibition, Feeding; Parkinsonian motor deficits; impaired, Learning and memory	https://identifiers.org/aop/218; https://identifiers.org/aop/219; https://identifiers.org/aop/3; https://identifiers.org/aop/471	Inhibition of CYP7B activity leads to decreased reproductive success via decreased locomotor activity; Inhibition of CYP7B activity leads to decreased reproductive success via decreased sexual behavior; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp
ENSG00000088888	https://identifiers.org/aop.events/1901; https://identifiers.org/aop.events/2180	Interferon-I antiviral response, antagonized by SARS-CoV-2; Immune mechanisms antagonized by viral proteins	https://identifiers.org/aop.events/1846; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/2194	Hyperinflammation; Increased Mortality; Thrombosis and Disseminated Intravascular Coagulation; Viral infection and host-to-host transmission, proliferated; Influenza A Virus (IAV) shedding and transmission	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/430; https://identifiers.org/aop/468; https://identifiers.org/aop/506	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation; Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation; Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation
ENSG00000089163	https://identifiers.org/aop.events/1981	Decreased SIRT1 expression	https://identifiers.org/aop.events/1982	metastatic breast cancer	https://identifiers.org/aop/443	DNA damage and mutations leading to Metastatic Breast Cancer
ENSG00000089250	https://identifiers.org/aop.events/1908; https://identifiers.org/aop.events/55; https://identifiers.org/aop.events/2067; https://identifiers.org/aop.events/934	Cilia Beat Frequency, Decreased; Cell injury/death; Altered, Nitric Oxide Levels; KE3 : Decrease, Tetrahydrobiopterin	https://identifiers.org/aop.events/1250; https://identifiers.org/aop.events/1521; https://identifiers.org/aop.events/1535; https://identifiers.org/aop.events/1548; https://identifiers.org/aop.events/1549; https://identifiers.org/aop.events/1843; https://identifiers.org/aop.events/2121; https://identifiers.org/aop.events/2122; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/344; https://identifiers.org/aop.events/350; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/2069; https://identifiers.org/aop.events/952	Decrease, Lung function; Decrease, Growth; Heart failure ; Impairment, Learning and memory; Increase, Mortality; Increased Mortality; Liver Injury; Multi Organ Failure involving Acute Respiratory Distress Syndrome; N/A, Liver fibrosis; N/A, Neurodegeneration; Necrotic Tissue; decreased, Intellectual Quotient; increased, Economic Burden; Occurrence, Vascular Remodeling; Hypertension	https://identifiers.org/aop/411; https://identifiers.org/aop/424; https://identifiers.org/aop/425; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/144; https://identifiers.org/aop/17; https://identifiers.org/aop/264; https://identifiers.org/aop/265; https://identifiers.org/aop/266; https://identifiers.org/aop/268; https://identifiers.org/aop/273; https://identifiers.org/aop/278; https://identifiers.org/aop/281; https://identifiers.org/aop/377; https://identifiers.org/aop/38; https://identifiers.org/aop/479; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/494; https://identifiers.org/aop/470; https://identifiers.org/aop/149	Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1; Oxidative stress Leading to Decreased Lung Function ; Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction; Acetylcholinesterase Inhibition Leading to Neurodegeneration; AhR activation leading to liver fibrosis ; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms; Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS); Endocytic lysosomal uptake leading to liver fibrosis; IKK complex inhibition leading to liver injury; Mitochondrial complex inhibition leading to liver injury; Mitochondrial complexes inhibition leading to heart failure via increased myocardial oxidative stress; Protein Alkylation leading to Liver Fibrosis; Uncoupling of oxidative phosphorylation leading to growth inhibition via ATP depletion associated cell death; Uncoupling of oxidative phosphorylation leading to growth inhibition via decreased Na-K ATPase activity; Uncoupling of oxidative phosphorylation leading to growth inhibition via increased cytosolic calcium; Uncoupling of oxidative phosphorylation leading to growth inhibition via mitochondrial swelling; Deposition of energy leads to vascular remodeling; Peptide Oxidation Leading to Hypertension
ENSG00000089820	https://identifiers.org/aop.events/1885; https://identifiers.org/aop.events/1888	Inhibition of Plxna2; Increased (ectopic) all-trans retinoic acid concentration	https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/1757	Decrease, Population growth rate; Increased Mortality; Reduce, Sperm count	https://identifiers.org/aop/399; https://identifiers.org/aop/400	Inhibition of Fyna leading to increased mortality via decreased eye size (Microphthalmos); Increased (ectopic) concentration of all-trans retinoic acid (ATRA) if fetal testis leading to reduced sperm count, males
ENSG00000090339	https://identifiers.org/aop.events/398	Activation, Dendritic Cells	https://identifiers.org/aop.events/313; https://identifiers.org/aop.events/827	Increase, Allergic Respiratory Hypersensitivity Response; sensitisation, skin	https://identifiers.org/aop/39; https://identifiers.org/aop/40	Covalent Binding, Protein, leading to Increase, Allergic Respiratory Hypersensitivity Response; Covalent Protein binding leading to Skin Sensitisation
